Extended_Flutes_18-Nov-20_10:40:59 AM	Right_PQC1_MOSQuarter_CV	
Temperature(C)= 20.3	Humidity(%)= 6.6	AC Amplitude(V)= 250.000E-3
AC Frequency(Hz) = 10.000E+3	Settling_time(s) = 0.1	
		
Voltage (V)	Capacitance (F)
-5.000E+0	41.370E-12
-4.900E+0	41.220E-12
-4.800E+0	41.310E-12
-4.700E+0	41.050E-12
-4.600E+0	41.550E-12
-4.500E+0	41.740E-12
-4.400E+0	40.790E-12
-4.300E+0	41.810E-12
-4.200E+0	41.320E-12
-4.100E+0	41.190E-12
-4.000E+0	40.860E-12
-3.900E+0	41.190E-12
-3.800E+0	41.510E-12
-3.700E+0	41.560E-12
-3.600E+0	41.010E-12
-3.500E+0	41.620E-12
-3.400E+0	41.480E-12
-3.300E+0	41.410E-12
-3.200E+0	41.380E-12
-3.100E+0	41.070E-12
-3.000E+0	41.420E-12
-2.900E+0	41.140E-12
-2.800E+0	41.150E-12
-2.700E+0	40.940E-12
-2.600E+0	41.270E-12
-2.500E+0	40.740E-12
-2.400E+0	40.750E-12
-2.300E+0	41.150E-12
-2.200E+0	40.900E-12
-2.100E+0	41.110E-12
-2.000E+0	41.000E-12
-1.900E+0	40.970E-12
-1.800E+0	40.950E-12
-1.700E+0	41.110E-12
-1.600E+0	40.560E-12
-1.500E+0	40.700E-12
-1.400E+0	40.560E-12
-1.300E+0	41.040E-12
-1.200E+0	40.900E-12
-1.100E+0	40.840E-12
-1.000E+0	41.060E-12
-900.000E-3	40.520E-12
-800.000E-3	40.290E-12
-700.000E-3	40.770E-12
-600.000E-3	40.190E-12
-500.000E-3	39.890E-12
-400.000E-3	40.170E-12
-300.000E-3	39.990E-12
-200.000E-3	40.100E-12
-100.000E-3	40.200E-12
0.000E+0	40.130E-12
100.000E-3	40.260E-12
200.000E-3	40.050E-12
300.000E-3	39.610E-12
400.000E-3	39.860E-12
500.000E-3	39.580E-12
600.000E-3	39.440E-12
700.000E-3	39.190E-12
800.000E-3	39.250E-12
900.000E-3	39.260E-12
1.000E+0	39.060E-12
1.100E+0	39.030E-12
1.200E+0	38.180E-12
1.300E+0	38.400E-12
1.400E+0	38.100E-12
1.500E+0	36.730E-12
1.600E+0	36.880E-12
1.700E+0	36.280E-12
1.800E+0	34.410E-12
1.900E+0	31.610E-12
2.000E+0	27.720E-12
2.100E+0	26.800E-12
2.200E+0	27.920E-12
2.300E+0	30.260E-12
2.400E+0	35.570E-12
2.500E+0	43.280E-12
2.600E+0	51.830E-12
2.700E+0	61.590E-12
2.800E+0	68.630E-12
2.900E+0	73.440E-12
3.000E+0	77.470E-12
3.100E+0	79.770E-12
3.200E+0	81.700E-12
3.300E+0	83.560E-12
3.400E+0	84.650E-12
3.500E+0	85.380E-12
3.600E+0	86.080E-12
3.700E+0	86.430E-12
3.800E+0	86.520E-12
3.900E+0	87.270E-12
4.000E+0	87.680E-12
4.100E+0	88.380E-12
4.200E+0	87.990E-12
4.300E+0	88.440E-12
4.400E+0	88.340E-12
4.500E+0	88.430E-12
4.600E+0	88.370E-12
4.700E+0	88.880E-12
4.800E+0	88.740E-12
4.900E+0	88.930E-12
5.000E+0	88.990E-12
5.100E+0	89.080E-12
5.200E+0	89.130E-12
5.300E+0	89.280E-12
5.400E+0	89.610E-12
5.500E+0	89.260E-12
5.600E+0	89.550E-12
5.700E+0	89.760E-12
5.800E+0	89.430E-12
5.900E+0	89.700E-12
6.000E+0	89.710E-12
6.100E+0	89.860E-12
6.200E+0	90.040E-12
6.300E+0	90.130E-12
6.400E+0	89.530E-12
6.500E+0	90.120E-12
6.600E+0	90.020E-12
6.700E+0	89.790E-12
6.800E+0	90.070E-12
6.900E+0	89.840E-12
7.000E+0	90.220E-12
7.100E+0	90.130E-12
7.200E+0	90.100E-12
7.300E+0	89.990E-12
7.400E+0	90.400E-12
7.500E+0	90.380E-12
7.600E+0	90.230E-12
7.700E+0	90.070E-12
7.800E+0	90.560E-12
7.900E+0	90.360E-12
8.000E+0	90.010E-12
8.100E+0	90.180E-12
8.200E+0	89.970E-12
8.300E+0	90.300E-12
8.400E+0	90.240E-12
8.500E+0	90.740E-12
8.600E+0	90.320E-12
8.700E+0	90.260E-12
8.800E+0	90.160E-12
8.900E+0	90.280E-12
9.000E+0	90.560E-12
9.100E+0	90.450E-12
9.200E+0	90.470E-12
9.300E+0	90.200E-12
9.400E+0	90.590E-12
9.500E+0	90.810E-12
9.600E+0	90.520E-12
9.700E+0	90.590E-12
9.800E+0	90.730E-12
9.900E+0	90.590E-12
10.000E+0	90.610E-12
