Extended_Flutes_23-Nov-20_12:23:39 PM	Left_PQC1_MOSQuarter_CV	
Temperature(C)= 20.5	Humidity(%)= 15.7	AC Amplitude(V)= 250.000E-3
AC Frequency(Hz) = 10.000E+3	Settling_time(s) = 0.1	
		
Voltage (V)	Capacitance (F)
-5.000E+0	41.040E-12
-4.900E+0	40.780E-12
-4.800E+0	40.910E-12
-4.700E+0	41.070E-12
-4.600E+0	41.210E-12
-4.500E+0	40.780E-12
-4.400E+0	40.940E-12
-4.300E+0	41.000E-12
-4.200E+0	40.780E-12
-4.100E+0	41.090E-12
-4.000E+0	40.730E-12
-3.900E+0	40.550E-12
-3.800E+0	40.890E-12
-3.700E+0	40.890E-12
-3.600E+0	40.940E-12
-3.500E+0	40.700E-12
-3.400E+0	40.740E-12
-3.300E+0	40.530E-12
-3.200E+0	40.580E-12
-3.100E+0	40.930E-12
-3.000E+0	40.740E-12
-2.900E+0	40.610E-12
-2.800E+0	40.460E-12
-2.700E+0	40.560E-12
-2.600E+0	40.680E-12
-2.500E+0	40.620E-12
-2.400E+0	40.700E-12
-2.300E+0	40.310E-12
-2.200E+0	40.800E-12
-2.100E+0	39.930E-12
-2.000E+0	40.170E-12
-1.900E+0	40.290E-12
-1.800E+0	40.040E-12
-1.700E+0	40.190E-12
-1.600E+0	39.970E-12
-1.500E+0	40.420E-12
-1.400E+0	40.240E-12
-1.300E+0	40.270E-12
-1.200E+0	39.940E-12
-1.100E+0	40.380E-12
-1.000E+0	39.920E-12
-900.000E-3	39.900E-12
-800.000E-3	39.770E-12
-700.000E-3	39.740E-12
-600.000E-3	39.530E-12
-500.000E-3	39.560E-12
-400.000E-3	39.570E-12
-300.000E-3	39.490E-12
-200.000E-3	39.530E-12
-100.000E-3	39.690E-12
0.000E+0	39.240E-12
100.000E-3	39.130E-12
200.000E-3	39.280E-12
300.000E-3	39.140E-12
400.000E-3	38.930E-12
500.000E-3	38.820E-12
600.000E-3	38.840E-12
700.000E-3	38.810E-12
800.000E-3	38.450E-12
900.000E-3	37.910E-12
1.000E+0	37.880E-12
1.100E+0	37.340E-12
1.200E+0	36.620E-12
1.300E+0	36.310E-12
1.400E+0	34.890E-12
1.500E+0	32.580E-12
1.600E+0	29.030E-12
1.700E+0	27.080E-12
1.800E+0	27.480E-12
1.900E+0	29.390E-12
2.000E+0	34.490E-12
2.100E+0	41.420E-12
2.200E+0	48.860E-12
2.300E+0	56.030E-12
2.400E+0	62.770E-12
2.500E+0	68.050E-12
2.600E+0	73.120E-12
2.700E+0	77.710E-12
2.800E+0	80.340E-12
2.900E+0	81.980E-12
3.000E+0	83.140E-12
3.100E+0	84.230E-12
3.200E+0	85.110E-12
3.300E+0	85.460E-12
3.400E+0	85.710E-12
3.500E+0	86.540E-12
3.600E+0	86.400E-12
3.700E+0	86.950E-12
3.800E+0	86.850E-12
3.900E+0	87.170E-12
4.000E+0	87.380E-12
4.100E+0	87.990E-12
4.200E+0	87.800E-12
4.300E+0	87.820E-12
4.400E+0	87.980E-12
4.500E+0	88.050E-12
4.600E+0	88.060E-12
4.700E+0	88.260E-12
4.800E+0	88.390E-12
4.900E+0	88.640E-12
5.000E+0	88.490E-12
5.100E+0	88.560E-12
5.200E+0	88.760E-12
5.300E+0	88.460E-12
5.400E+0	88.880E-12
5.500E+0	88.670E-12
5.600E+0	89.060E-12
5.700E+0	89.150E-12
5.800E+0	88.880E-12
5.900E+0	88.850E-12
6.000E+0	89.040E-12
6.100E+0	89.190E-12
6.200E+0	88.780E-12
6.300E+0	89.220E-12
6.400E+0	89.410E-12
6.500E+0	89.270E-12
6.600E+0	89.210E-12
6.700E+0	89.110E-12
6.800E+0	89.130E-12
6.900E+0	89.270E-12
7.000E+0	89.240E-12
7.100E+0	89.460E-12
7.200E+0	89.470E-12
7.300E+0	89.450E-12
7.400E+0	89.380E-12
7.500E+0	89.600E-12
7.600E+0	89.370E-12
7.700E+0	89.790E-12
7.800E+0	89.850E-12
7.900E+0	89.080E-12
8.000E+0	89.680E-12
8.100E+0	89.170E-12
8.200E+0	89.790E-12
8.300E+0	89.840E-12
8.400E+0	89.730E-12
8.500E+0	89.310E-12
8.600E+0	89.720E-12
8.700E+0	89.760E-12
8.800E+0	89.650E-12
8.900E+0	89.570E-12
9.000E+0	89.800E-12
9.100E+0	89.650E-12
9.200E+0	89.420E-12
9.300E+0	89.590E-12
9.400E+0	89.350E-12
9.500E+0	89.690E-12
9.600E+0	89.620E-12
9.700E+0	89.250E-12
9.800E+0	89.920E-12
9.900E+0	89.660E-12
10.000E+0	89.810E-12
