Custom_Flutes_18-Nov-20_4:57:32 PM	Right_PQC1_FETPSs_trans	
Temperature(C)= 23.3	Humidity(%)= 5.8	Bias(V)= 100.000E-3
Current_Limit(A) = 10.000E-6	Settling_time(s) = 0.5	
		
Voltage (V)	Current (A)
-5.000E+0	9.928E-9
-4.900E+0	10.024E-9
-4.800E+0	10.127E-9
-4.700E+0	10.230E-9
-4.600E+0	10.324E-9
-4.500E+0	10.439E-9
-4.400E+0	10.553E-9
-4.300E+0	10.676E-9
-4.200E+0	10.789E-9
-4.100E+0	10.885E-9
-4.000E+0	11.003E-9
-3.900E+0	11.092E-9
-3.800E+0	11.212E-9
-3.700E+0	11.317E-9
-3.600E+0	11.443E-9
-3.500E+0	11.548E-9
-3.400E+0	11.653E-9
-3.300E+0	11.781E-9
-3.200E+0	11.891E-9
-3.100E+0	11.994E-9
-3.000E+0	12.121E-9
-2.900E+0	12.241E-9
-2.800E+0	12.354E-9
-2.700E+0	12.464E-9
-2.600E+0	12.599E-9
-2.500E+0	12.712E-9
-2.400E+0	12.851E-9
-2.300E+0	12.968E-9
-2.200E+0	13.096E-9
-2.100E+0	13.223E-9
-2.000E+0	13.333E-9
-1.900E+0	13.437E-9
-1.800E+0	13.573E-9
-1.700E+0	13.707E-9
-1.600E+0	13.845E-9
-1.500E+0	13.976E-9
-1.400E+0	14.122E-9
-1.300E+0	14.287E-9
-1.200E+0	14.453E-9
-1.100E+0	14.657E-9
-1.000E+0	14.869E-9
-900.000E-3	15.106E-9
-800.000E-3	15.397E-9
-700.000E-3	15.733E-9
-600.000E-3	16.138E-9
-500.000E-3	16.625E-9
-400.000E-3	17.187E-9
-300.000E-3	17.841E-9
-200.000E-3	18.603E-9
-100.000E-3	19.433E-9
0.000E+0	20.434E-9
100.000E-3	21.509E-9
200.000E-3	22.557E-9
300.000E-3	23.702E-9
400.000E-3	24.871E-9
500.000E-3	25.975E-9
600.000E-3	27.085E-9
700.000E-3	28.139E-9
800.000E-3	29.102E-9
900.000E-3	29.968E-9
1.000E+0	30.817E-9
1.100E+0	31.638E-9
1.200E+0	32.398E-9
1.300E+0	33.051E-9
1.400E+0	33.684E-9
1.500E+0	34.326E-9
1.600E+0	34.962E-9
1.700E+0	35.542E-9
1.800E+0	36.059E-9
1.900E+0	36.653E-9
2.000E+0	37.172E-9
2.100E+0	37.650E-9
2.200E+0	38.260E-9
2.300E+0	38.731E-9
2.400E+0	39.257E-9
2.500E+0	39.801E-9
2.600E+0	40.396E-9
2.700E+0	41.147E-9
2.800E+0	41.988E-9
2.900E+0	43.317E-9
3.000E+0	45.172E-9
3.100E+0	48.155E-9
3.200E+0	53.179E-9
3.300E+0	61.779E-9
3.400E+0	76.349E-9
3.500E+0	100.584E-9
3.600E+0	138.676E-9
3.700E+0	196.208E-9
3.800E+0	277.253E-9
3.900E+0	394.054E-9
4.000E+0	552.255E-9
4.100E+0	756.863E-9
4.200E+0	1.007E-6
4.300E+0	1.295E-6
4.400E+0	1.612E-6
4.500E+0	1.941E-6
4.600E+0	2.270E-6
4.700E+0	2.592E-6
4.800E+0	2.901E-6
4.900E+0	3.192E-6
5.000E+0	3.468E-6
5.100E+0	3.727E-6
5.200E+0	3.969E-6
5.300E+0	4.198E-6
5.400E+0	4.415E-6
5.500E+0	4.621E-6
5.600E+0	4.814E-6
5.700E+0	4.997E-6
5.800E+0	5.176E-6
5.900E+0	5.348E-6
6.000E+0	5.509E-6
6.100E+0	5.666E-6
6.200E+0	5.820E-6
6.300E+0	5.968E-6
6.400E+0	6.114E-6
6.500E+0	6.252E-6
6.600E+0	6.391E-6
6.700E+0	6.525E-6
6.800E+0	6.655E-6
6.900E+0	6.786E-6
7.000E+0	6.909E-6
7.100E+0	7.034E-6
7.200E+0	7.154E-6
7.300E+0	7.272E-6
7.400E+0	7.386E-6
7.500E+0	7.499E-6
7.600E+0	7.610E-6
7.700E+0	7.721E-6
7.800E+0	7.832E-6
7.900E+0	7.940E-6
8.000E+0	8.042E-6
8.100E+0	8.146E-6
8.200E+0	8.256E-6
8.300E+0	8.350E-6
8.400E+0	8.448E-6
8.500E+0	8.546E-6
8.600E+0	8.647E-6
8.700E+0	8.747E-6
8.800E+0	8.837E-6
8.900E+0	8.936E-6
9.000E+0	9.028E-6
