Extended_Flutes_23-Nov-20_1:22:11 PM	Right_PQC1_MOSQuarter_CV	
Temperature(C)= 20.9	Humidity(%)= 7.8	AC Amplitude(V)= 250.000E-3
AC Frequency(Hz) = 10.000E+3	Settling_time(s) = 0.1	
		
Voltage (V)	Capacitance (F)
-5.000E+0	41.360E-12
-4.900E+0	41.690E-12
-4.800E+0	41.640E-12
-4.700E+0	41.670E-12
-4.600E+0	41.810E-12
-4.500E+0	41.560E-12
-4.400E+0	41.810E-12
-4.300E+0	41.690E-12
-4.200E+0	41.860E-12
-4.100E+0	41.420E-12
-4.000E+0	41.570E-12
-3.900E+0	41.670E-12
-3.800E+0	41.570E-12
-3.700E+0	41.070E-12
-3.600E+0	41.580E-12
-3.500E+0	41.200E-12
-3.400E+0	41.480E-12
-3.300E+0	41.380E-12
-3.200E+0	41.290E-12
-3.100E+0	41.350E-12
-3.000E+0	40.920E-12
-2.900E+0	41.190E-12
-2.800E+0	41.040E-12
-2.700E+0	41.370E-12
-2.600E+0	41.310E-12
-2.500E+0	41.270E-12
-2.400E+0	40.950E-12
-2.300E+0	41.150E-12
-2.200E+0	41.050E-12
-2.100E+0	41.340E-12
-2.000E+0	41.140E-12
-1.900E+0	41.380E-12
-1.800E+0	40.880E-12
-1.700E+0	40.990E-12
-1.600E+0	41.010E-12
-1.500E+0	41.120E-12
-1.400E+0	40.960E-12
-1.300E+0	40.410E-12
-1.200E+0	40.660E-12
-1.100E+0	40.610E-12
-1.000E+0	40.360E-12
-900.000E-3	40.470E-12
-800.000E-3	40.750E-12
-700.000E-3	40.600E-12
-600.000E-3	40.480E-12
-500.000E-3	40.370E-12
-400.000E-3	40.120E-12
-300.000E-3	40.160E-12
-200.000E-3	40.050E-12
-100.000E-3	39.980E-12
0.000E+0	39.950E-12
100.000E-3	39.810E-12
200.000E-3	39.930E-12
300.000E-3	39.840E-12
400.000E-3	39.650E-12
500.000E-3	39.440E-12
600.000E-3	39.150E-12
700.000E-3	39.420E-12
800.000E-3	39.070E-12
900.000E-3	38.990E-12
1.000E+0	38.490E-12
1.100E+0	38.180E-12
1.200E+0	37.730E-12
1.300E+0	37.380E-12
1.400E+0	36.590E-12
1.500E+0	35.430E-12
1.600E+0	33.110E-12
1.700E+0	29.500E-12
1.800E+0	27.050E-12
1.900E+0	26.490E-12
2.000E+0	28.530E-12
2.100E+0	33.120E-12
2.200E+0	40.390E-12
2.300E+0	49.080E-12
2.400E+0	57.860E-12
2.500E+0	65.080E-12
2.600E+0	70.970E-12
2.700E+0	76.640E-12
2.800E+0	80.180E-12
2.900E+0	81.750E-12
3.000E+0	83.550E-12
3.100E+0	84.710E-12
3.200E+0	85.580E-12
3.300E+0	86.260E-12
3.400E+0	86.950E-12
3.500E+0	86.950E-12
3.600E+0	87.270E-12
3.700E+0	87.710E-12
3.800E+0	88.170E-12
3.900E+0	88.220E-12
4.000E+0	87.940E-12
4.100E+0	88.850E-12
4.200E+0	88.930E-12
4.300E+0	88.730E-12
4.400E+0	89.040E-12
4.500E+0	89.000E-12
4.600E+0	89.230E-12
4.700E+0	89.450E-12
4.800E+0	89.290E-12
4.900E+0	89.450E-12
5.000E+0	89.650E-12
5.100E+0	89.220E-12
5.200E+0	89.770E-12
5.300E+0	89.630E-12
5.400E+0	89.660E-12
5.500E+0	89.370E-12
5.600E+0	89.860E-12
5.700E+0	89.870E-12
5.800E+0	89.830E-12
5.900E+0	89.810E-12
6.000E+0	90.340E-12
6.100E+0	89.880E-12
6.200E+0	90.070E-12
6.300E+0	90.160E-12
6.400E+0	90.140E-12
6.500E+0	89.990E-12
6.600E+0	90.000E-12
6.700E+0	90.280E-12
6.800E+0	90.080E-12
6.900E+0	90.730E-12
7.000E+0	90.610E-12
7.100E+0	90.610E-12
7.200E+0	90.050E-12
7.300E+0	90.620E-12
7.400E+0	90.200E-12
7.500E+0	90.650E-12
7.600E+0	90.820E-12
7.700E+0	90.870E-12
7.800E+0	90.430E-12
7.900E+0	90.740E-12
8.000E+0	91.070E-12
8.100E+0	91.130E-12
8.200E+0	91.060E-12
8.300E+0	90.940E-12
8.400E+0	90.730E-12
8.500E+0	90.760E-12
8.600E+0	90.600E-12
8.700E+0	90.630E-12
8.800E+0	90.640E-12
8.900E+0	90.650E-12
9.000E+0	90.800E-12
9.100E+0	91.000E-12
9.200E+0	90.710E-12
9.300E+0	91.060E-12
9.400E+0	91.000E-12
9.500E+0	90.730E-12
9.600E+0	90.720E-12
9.700E+0	90.880E-12
9.800E+0	90.460E-12
9.900E+0	90.380E-12
10.000E+0	90.850E-12
