Extended_Flutes_18-Nov-20_10:40:59 AM	Right_PQC1_DiodeQuarter_CV	
Temperature(C)= 20.5	Humidity(%)= 6.4	AC Amplitude(V)= 250.000E-3
AC Frequency(Hz) = 100.000E+3	Settling_time(s) = 0.5	
		
Voltage (V)	Capacitance (F)
0.000E+0	40.480E-12
-5.000E+0	9.376E-12
-10.000E+0	7.667E-12
-15.000E+0	6.776E-12
-20.000E+0	6.300E-12
-25.000E+0	5.947E-12
-30.000E+0	5.772E-12
-35.000E+0	5.588E-12
-40.000E+0	5.425E-12
-45.000E+0	5.268E-12
-50.000E+0	5.222E-12
-55.000E+0	5.114E-12
-60.000E+0	5.025E-12
-65.000E+0	5.107E-12
-70.000E+0	5.222E-12
-75.000E+0	5.400E-12
-80.000E+0	5.283E-12
-85.000E+0	4.873E-12
-90.000E+0	4.631E-12
-95.000E+0	4.475E-12
-100.000E+0	4.431E-12
-105.000E+0	4.297E-12
-110.000E+0	4.092E-12
-115.000E+0	4.040E-12
-120.000E+0	4.062E-12
-125.000E+0	4.041E-12
-130.000E+0	4.010E-12
-135.000E+0	4.022E-12
-140.000E+0	3.902E-12
-145.000E+0	3.956E-12
-150.000E+0	3.920E-12
-155.000E+0	3.971E-12
-160.000E+0	3.936E-12
-165.000E+0	3.903E-12
-170.000E+0	3.923E-12
-175.000E+0	3.905E-12
-180.000E+0	3.888E-12
-185.000E+0	3.857E-12
-190.000E+0	3.842E-12
-195.000E+0	3.855E-12
-200.000E+0	3.799E-12
-205.000E+0	3.805E-12
-210.000E+0	3.820E-12
-215.000E+0	3.782E-12
-220.000E+0	3.795E-12
-225.000E+0	3.831E-12
-230.000E+0	3.793E-12
-235.000E+0	3.779E-12
-240.000E+0	3.742E-12
-245.000E+0	3.773E-12
-250.000E+0	3.777E-12
-255.000E+0	3.741E-12
-260.000E+0	3.749E-12
-265.000E+0	3.850E-12
-270.000E+0	3.812E-12
-275.000E+0	3.762E-12
-280.000E+0	3.762E-12
-285.000E+0	3.747E-12
-290.000E+0	3.775E-12
-295.000E+0	3.716E-12
-300.000E+0	3.657E-12
-305.000E+0	3.726E-12
-310.000E+0	3.721E-12
-315.000E+0	3.697E-12
-320.000E+0	3.793E-12
-325.000E+0	3.739E-12
-330.000E+0	3.741E-12
-335.000E+0	3.745E-12
-340.000E+0	3.739E-12
-345.000E+0	3.671E-12
-350.000E+0	3.747E-12
-355.000E+0	3.773E-12
-360.000E+0	3.750E-12
-365.000E+0	3.704E-12
-370.000E+0	3.780E-12
-375.000E+0	3.702E-12
-380.000E+0	3.747E-12
-385.000E+0	3.764E-12
-390.000E+0	3.765E-12
-395.000E+0	3.749E-12
-400.000E+0	3.769E-12
-405.000E+0	3.770E-12
-410.000E+0	3.717E-12
-415.000E+0	3.751E-12
-420.000E+0	3.710E-12
-425.000E+0	3.710E-12
-430.000E+0	3.723E-12
-435.000E+0	3.738E-12
-440.000E+0	3.710E-12
-445.000E+0	3.701E-12
-450.000E+0	3.701E-12
-455.000E+0	3.723E-12
-460.000E+0	3.703E-12
-465.000E+0	3.725E-12
-470.000E+0	3.700E-12
-475.000E+0	3.716E-12
-480.000E+0	3.699E-12
-485.000E+0	3.715E-12
-490.000E+0	3.703E-12
-495.000E+0	3.710E-12
-500.000E+0	3.701E-12
