Custom_Flutes_13-Nov-20_1:42:27 PM	Left_PQC1_MOSQuarter_CV	
Temperature(C)= 22.5	Humidity(%)= 6.2	AC Amplitude(V)= 250.000E-3
AC Frequency(Hz) = 10.000E+3	Settling_time(s) = 0.1	
		
Voltage (V)	Capacitance (F)
-5.000E+0	22.920E-12
-4.900E+0	23.110E-12
-4.800E+0	23.380E-12
-4.700E+0	23.310E-12
-4.600E+0	23.140E-12
-4.500E+0	23.040E-12
-4.400E+0	23.200E-12
-4.300E+0	23.270E-12
-4.200E+0	23.250E-12
-4.100E+0	23.130E-12
-4.000E+0	22.910E-12
-3.900E+0	23.540E-12
-3.800E+0	22.890E-12
-3.700E+0	22.890E-12
-3.600E+0	22.980E-12
-3.500E+0	22.610E-12
-3.400E+0	23.180E-12
-3.300E+0	23.180E-12
-3.200E+0	23.150E-12
-3.100E+0	23.160E-12
-3.000E+0	23.170E-12
-2.900E+0	22.910E-12
-2.800E+0	23.270E-12
-2.700E+0	22.960E-12
-2.600E+0	23.290E-12
-2.500E+0	23.150E-12
-2.400E+0	23.440E-12
-2.300E+0	23.170E-12
-2.200E+0	23.740E-12
-2.100E+0	23.090E-12
-2.000E+0	23.260E-12
-1.900E+0	23.390E-12
-1.800E+0	23.400E-12
-1.700E+0	23.200E-12
-1.600E+0	23.450E-12
-1.500E+0	23.160E-12
-1.400E+0	23.370E-12
-1.300E+0	23.620E-12
-1.200E+0	23.570E-12
-1.100E+0	23.230E-12
-1.000E+0	23.740E-12
-900.000E-3	23.280E-12
-800.000E-3	23.310E-12
-700.000E-3	23.350E-12
-600.000E-3	23.440E-12
-500.000E-3	23.580E-12
-400.000E-3	23.700E-12
-300.000E-3	23.290E-12
-200.000E-3	23.670E-12
-100.000E-3	23.570E-12
0.000E+0	23.300E-12
100.000E-3	23.310E-12
200.000E-3	23.580E-12
300.000E-3	23.360E-12
400.000E-3	23.630E-12
500.000E-3	23.690E-12
600.000E-3	23.480E-12
700.000E-3	23.240E-12
800.000E-3	23.020E-12
900.000E-3	23.570E-12
1.000E+0	23.290E-12
1.100E+0	23.120E-12
1.200E+0	23.310E-12
1.300E+0	22.880E-12
1.400E+0	22.870E-12
1.500E+0	22.530E-12
1.600E+0	22.490E-12
1.700E+0	21.950E-12
1.800E+0	21.640E-12
1.900E+0	21.610E-12
2.000E+0	23.340E-12
2.100E+0	26.960E-12
2.200E+0	31.670E-12
2.300E+0	38.090E-12
2.400E+0	45.600E-12
2.500E+0	53.290E-12
2.600E+0	59.240E-12
2.700E+0	66.280E-12
2.800E+0	70.540E-12
2.900E+0	74.820E-12
3.000E+0	77.840E-12
3.100E+0	80.080E-12
3.200E+0	81.430E-12
3.300E+0	82.840E-12
3.400E+0	83.600E-12
3.500E+0	84.170E-12
3.600E+0	84.640E-12
3.700E+0	84.890E-12
3.800E+0	85.650E-12
3.900E+0	85.780E-12
4.000E+0	85.930E-12
4.100E+0	86.190E-12
4.200E+0	86.430E-12
4.300E+0	86.480E-12
4.400E+0	86.440E-12
4.500E+0	87.070E-12
4.600E+0	86.940E-12
4.700E+0	87.160E-12
4.800E+0	87.180E-12
4.900E+0	87.300E-12
5.000E+0	86.980E-12
5.100E+0	87.100E-12
5.200E+0	87.800E-12
5.300E+0	87.660E-12
5.400E+0	88.030E-12
5.500E+0	87.680E-12
5.600E+0	87.710E-12
5.700E+0	88.050E-12
5.800E+0	87.850E-12
5.900E+0	88.290E-12
6.000E+0	88.170E-12
6.100E+0	87.850E-12
6.200E+0	88.190E-12
6.300E+0	87.890E-12
6.400E+0	88.350E-12
6.500E+0	88.180E-12
6.600E+0	87.880E-12
6.700E+0	88.530E-12
6.800E+0	87.960E-12
6.900E+0	88.500E-12
7.000E+0	88.410E-12
7.100E+0	88.330E-12
7.200E+0	88.500E-12
7.300E+0	88.390E-12
7.400E+0	88.370E-12
7.500E+0	88.590E-12
7.600E+0	88.760E-12
7.700E+0	88.590E-12
7.800E+0	88.510E-12
7.900E+0	88.500E-12
8.000E+0	88.370E-12
8.100E+0	88.500E-12
8.200E+0	88.710E-12
8.300E+0	88.270E-12
8.400E+0	88.810E-12
8.500E+0	88.740E-12
8.600E+0	88.860E-12
8.700E+0	88.470E-12
8.800E+0	88.500E-12
8.900E+0	88.760E-12
9.000E+0	88.660E-12
9.100E+0	88.440E-12
9.200E+0	88.690E-12
9.300E+0	88.770E-12
9.400E+0	88.560E-12
9.500E+0	88.720E-12
9.600E+0	88.690E-12
9.700E+0	88.510E-12
9.800E+0	88.650E-12
9.900E+0	88.710E-12
10.000E+0	89.190E-12
