Extended_Flutes_09-Nov-20_3:05:40 PM	Right_PQC1_DiodeQuarter_CV	
Temperature(C)= 23.1	Humidity(%)= 7.1	AC Amplitude(V)= 250.000E-3
AC Frequency(Hz) = 100.000E+3	Settling_time(s) = 0.5	
		
Voltage (V)	Capacitance (F)
0.000E+0	36.710E-12
-5.000E+0	9.025E-12
-10.000E+0	7.428E-12
-15.000E+0	6.587E-12
-20.000E+0	6.113E-12
-25.000E+0	5.812E-12
-30.000E+0	5.626E-12
-35.000E+0	5.413E-12
-40.000E+0	5.305E-12
-45.000E+0	5.194E-12
-50.000E+0	5.082E-12
-55.000E+0	4.983E-12
-60.000E+0	4.961E-12
-65.000E+0	4.943E-12
-70.000E+0	5.062E-12
-75.000E+0	5.337E-12
-80.000E+0	5.114E-12
-85.000E+0	4.627E-12
-90.000E+0	4.496E-12
-95.000E+0	4.367E-12
-100.000E+0	4.249E-12
-105.000E+0	4.158E-12
-110.000E+0	4.129E-12
-115.000E+0	4.089E-12
-120.000E+0	4.047E-12
-125.000E+0	4.064E-12
-130.000E+0	4.037E-12
-135.000E+0	4.015E-12
-140.000E+0	3.989E-12
-145.000E+0	3.985E-12
-150.000E+0	3.979E-12
-155.000E+0	3.948E-12
-160.000E+0	3.936E-12
-165.000E+0	3.902E-12
-170.000E+0	3.899E-12
-175.000E+0	3.880E-12
-180.000E+0	3.898E-12
-185.000E+0	3.887E-12
-190.000E+0	3.852E-12
-195.000E+0	3.866E-12
-200.000E+0	3.853E-12
-205.000E+0	3.822E-12
-210.000E+0	3.811E-12
-215.000E+0	3.796E-12
-220.000E+0	3.814E-12
-225.000E+0	3.793E-12
-230.000E+0	3.750E-12
-235.000E+0	3.764E-12
-240.000E+0	3.768E-12
-245.000E+0	3.763E-12
-250.000E+0	3.789E-12
-255.000E+0	3.769E-12
-260.000E+0	3.758E-12
-265.000E+0	3.759E-12
-270.000E+0	3.753E-12
-275.000E+0	3.731E-12
-280.000E+0	3.765E-12
-285.000E+0	3.747E-12
-290.000E+0	3.770E-12
-295.000E+0	3.737E-12
-300.000E+0	3.762E-12
-305.000E+0	3.754E-12
-310.000E+0	3.745E-12
-315.000E+0	3.747E-12
-320.000E+0	3.737E-12
-325.000E+0	3.733E-12
-330.000E+0	3.720E-12
-335.000E+0	3.734E-12
-340.000E+0	3.758E-12
-345.000E+0	3.736E-12
-350.000E+0	3.710E-12
-355.000E+0	3.726E-12
-360.000E+0	3.726E-12
-365.000E+0	3.730E-12
-370.000E+0	3.724E-12
-375.000E+0	3.716E-12
-380.000E+0	3.749E-12
-385.000E+0	3.705E-12
-390.000E+0	3.705E-12
-395.000E+0	3.725E-12
-400.000E+0	3.700E-12
-405.000E+0	3.709E-12
-410.000E+0	3.704E-12
-415.000E+0	3.709E-12
-420.000E+0	3.704E-12
-425.000E+0	3.693E-12
-430.000E+0	3.730E-12
-435.000E+0	3.699E-12
-440.000E+0	3.711E-12
-445.000E+0	3.696E-12
-450.000E+0	3.701E-12
-455.000E+0	3.707E-12
-460.000E+0	3.716E-12
-465.000E+0	3.712E-12
-470.000E+0	3.702E-12
-475.000E+0	3.716E-12
-480.000E+0	3.710E-12
-485.000E+0	3.700E-12
-490.000E+0	3.699E-12
-495.000E+0	3.716E-12
-500.000E+0	3.696E-12
