Extended_Flutes_12-Nov-20_1:23:34 PM	Left_PQC1_MOSQuarter_CV	
Temperature(C)= 21.7	Humidity(%)= 16.8	AC Amplitude(V)= 250.000E-3
AC Frequency(Hz) = 10.000E+3	Settling_time(s) = 0.1	
		
Voltage (V)	Capacitance (F)
-5.000E+0	41.270E-12
-4.900E+0	40.750E-12
-4.800E+0	41.180E-12
-4.700E+0	41.150E-12
-4.600E+0	41.450E-12
-4.500E+0	41.500E-12
-4.400E+0	41.350E-12
-4.300E+0	41.600E-12
-4.200E+0	41.030E-12
-4.100E+0	40.960E-12
-4.000E+0	41.530E-12
-3.900E+0	40.940E-12
-3.800E+0	41.510E-12
-3.700E+0	41.020E-12
-3.600E+0	41.190E-12
-3.500E+0	41.040E-12
-3.400E+0	40.970E-12
-3.300E+0	41.210E-12
-3.200E+0	41.300E-12
-3.100E+0	41.150E-12
-3.000E+0	41.250E-12
-2.900E+0	40.930E-12
-2.800E+0	41.200E-12
-2.700E+0	40.960E-12
-2.600E+0	40.800E-12
-2.500E+0	41.000E-12
-2.400E+0	40.900E-12
-2.300E+0	40.490E-12
-2.200E+0	40.900E-12
-2.100E+0	40.860E-12
-2.000E+0	41.070E-12
-1.900E+0	40.900E-12
-1.800E+0	41.190E-12
-1.700E+0	40.620E-12
-1.600E+0	40.720E-12
-1.500E+0	40.830E-12
-1.400E+0	40.590E-12
-1.300E+0	40.810E-12
-1.200E+0	40.640E-12
-1.100E+0	40.670E-12
-1.000E+0	40.630E-12
-900.000E-3	40.740E-12
-800.000E-3	40.400E-12
-700.000E-3	40.350E-12
-600.000E-3	40.480E-12
-500.000E-3	40.380E-12
-400.000E-3	40.490E-12
-300.000E-3	40.500E-12
-200.000E-3	40.180E-12
-100.000E-3	40.170E-12
0.000E+0	39.880E-12
100.000E-3	39.820E-12
200.000E-3	40.240E-12
300.000E-3	39.440E-12
400.000E-3	39.770E-12
500.000E-3	39.880E-12
600.000E-3	39.570E-12
700.000E-3	39.510E-12
800.000E-3	39.330E-12
900.000E-3	38.980E-12
1.000E+0	38.990E-12
1.100E+0	38.650E-12
1.200E+0	38.320E-12
1.300E+0	38.280E-12
1.400E+0	37.870E-12
1.500E+0	37.240E-12
1.600E+0	36.440E-12
1.700E+0	35.370E-12
1.800E+0	33.270E-12
1.900E+0	30.410E-12
2.000E+0	26.980E-12
2.100E+0	27.030E-12
2.200E+0	29.460E-12
2.300E+0	33.460E-12
2.400E+0	39.410E-12
2.500E+0	47.490E-12
2.600E+0	56.020E-12
2.700E+0	64.620E-12
2.800E+0	70.070E-12
2.900E+0	74.600E-12
3.000E+0	78.370E-12
3.100E+0	80.730E-12
3.200E+0	82.560E-12
3.300E+0	84.550E-12
3.400E+0	85.270E-12
3.500E+0	85.810E-12
3.600E+0	86.300E-12
3.700E+0	86.790E-12
3.800E+0	87.520E-12
3.900E+0	87.450E-12
4.000E+0	87.740E-12
4.100E+0	88.090E-12
4.200E+0	88.040E-12
4.300E+0	88.340E-12
4.400E+0	88.620E-12
4.500E+0	88.450E-12
4.600E+0	89.450E-12
4.700E+0	88.800E-12
4.800E+0	89.150E-12
4.900E+0	89.670E-12
5.000E+0	89.510E-12
5.100E+0	89.640E-12
5.200E+0	89.280E-12
5.300E+0	89.080E-12
5.400E+0	89.600E-12
5.500E+0	89.850E-12
5.600E+0	89.780E-12
5.700E+0	89.730E-12
5.800E+0	89.850E-12
5.900E+0	89.930E-12
6.000E+0	89.970E-12
6.100E+0	89.990E-12
6.200E+0	90.060E-12
6.300E+0	90.180E-12
6.400E+0	89.980E-12
6.500E+0	90.170E-12
6.600E+0	90.250E-12
6.700E+0	90.050E-12
6.800E+0	90.220E-12
6.900E+0	89.800E-12
7.000E+0	89.810E-12
7.100E+0	90.050E-12
7.200E+0	90.350E-12
7.300E+0	90.140E-12
7.400E+0	89.900E-12
7.500E+0	90.490E-12
7.600E+0	90.450E-12
7.700E+0	90.420E-12
7.800E+0	90.220E-12
7.900E+0	91.020E-12
8.000E+0	90.590E-12
8.100E+0	90.640E-12
8.200E+0	90.590E-12
8.300E+0	90.580E-12
8.400E+0	90.680E-12
8.500E+0	90.350E-12
8.600E+0	90.390E-12
8.700E+0	90.300E-12
8.800E+0	90.260E-12
8.900E+0	90.510E-12
9.000E+0	90.530E-12
9.100E+0	90.400E-12
9.200E+0	90.970E-12
9.300E+0	90.520E-12
9.400E+0	90.460E-12
9.500E+0	91.080E-12
9.600E+0	90.360E-12
9.700E+0	90.860E-12
9.800E+0	90.630E-12
9.900E+0	90.520E-12
10.000E+0	90.840E-12
