Extended_Flutes_23-Nov-20_9:48:46 AM	Left_PQC1_MOSQuarter_CV	
Temperature(C)= 18.3	Humidity(%)= 17.7	AC Amplitude(V)= 250.000E-3
AC Frequency(Hz) = 10.000E+3	Settling_time(s) = 0.1	
		
Voltage (V)	Capacitance (F)
-5.000E+0	40.960E-12
-4.900E+0	40.810E-12
-4.800E+0	41.200E-12
-4.700E+0	41.190E-12
-4.600E+0	41.260E-12
-4.500E+0	41.420E-12
-4.400E+0	41.340E-12
-4.300E+0	41.160E-12
-4.200E+0	40.900E-12
-4.100E+0	40.740E-12
-4.000E+0	40.960E-12
-3.900E+0	40.720E-12
-3.800E+0	40.820E-12
-3.700E+0	40.710E-12
-3.600E+0	41.190E-12
-3.500E+0	41.100E-12
-3.400E+0	40.760E-12
-3.300E+0	40.760E-12
-3.200E+0	41.180E-12
-3.100E+0	40.980E-12
-3.000E+0	41.390E-12
-2.900E+0	41.050E-12
-2.800E+0	40.780E-12
-2.700E+0	40.920E-12
-2.600E+0	40.460E-12
-2.500E+0	40.810E-12
-2.400E+0	40.470E-12
-2.300E+0	40.700E-12
-2.200E+0	40.450E-12
-2.100E+0	40.700E-12
-2.000E+0	40.040E-12
-1.900E+0	40.570E-12
-1.800E+0	40.800E-12
-1.700E+0	40.300E-12
-1.600E+0	40.590E-12
-1.500E+0	40.010E-12
-1.400E+0	40.050E-12
-1.300E+0	40.400E-12
-1.200E+0	40.520E-12
-1.100E+0	40.310E-12
-1.000E+0	40.110E-12
-900.000E-3	39.970E-12
-800.000E-3	39.920E-12
-700.000E-3	39.950E-12
-600.000E-3	40.120E-12
-500.000E-3	39.840E-12
-400.000E-3	39.600E-12
-300.000E-3	39.610E-12
-200.000E-3	39.820E-12
-100.000E-3	39.520E-12
0.000E+0	39.360E-12
100.000E-3	39.390E-12
200.000E-3	39.510E-12
300.000E-3	39.640E-12
400.000E-3	39.060E-12
500.000E-3	38.970E-12
600.000E-3	38.660E-12
700.000E-3	38.740E-12
800.000E-3	38.750E-12
900.000E-3	38.220E-12
1.000E+0	37.940E-12
1.100E+0	38.050E-12
1.200E+0	37.330E-12
1.300E+0	36.430E-12
1.400E+0	35.400E-12
1.500E+0	34.270E-12
1.600E+0	31.530E-12
1.700E+0	28.400E-12
1.800E+0	26.200E-12
1.900E+0	26.770E-12
2.000E+0	29.450E-12
2.100E+0	34.890E-12
2.200E+0	42.450E-12
2.300E+0	50.970E-12
2.400E+0	58.940E-12
2.500E+0	65.980E-12
2.600E+0	71.740E-12
2.700E+0	76.800E-12
2.800E+0	80.060E-12
2.900E+0	81.840E-12
3.000E+0	83.630E-12
3.100E+0	84.390E-12
3.200E+0	85.350E-12
3.300E+0	85.880E-12
3.400E+0	86.380E-12
3.500E+0	86.840E-12
3.600E+0	87.300E-12
3.700E+0	87.930E-12
3.800E+0	87.490E-12
3.900E+0	88.190E-12
4.000E+0	87.720E-12
4.100E+0	88.740E-12
4.200E+0	88.490E-12
4.300E+0	89.630E-12
4.400E+0	88.870E-12
4.500E+0	88.270E-12
4.600E+0	89.160E-12
4.700E+0	89.470E-12
4.800E+0	89.290E-12
4.900E+0	89.040E-12
5.000E+0	89.450E-12
5.100E+0	89.550E-12
5.200E+0	89.580E-12
5.300E+0	89.130E-12
5.400E+0	89.290E-12
5.500E+0	89.620E-12
5.600E+0	89.670E-12
5.700E+0	90.000E-12
5.800E+0	89.740E-12
5.900E+0	89.900E-12
6.000E+0	90.190E-12
6.100E+0	89.740E-12
6.200E+0	90.250E-12
6.300E+0	90.070E-12
6.400E+0	89.820E-12
6.500E+0	90.250E-12
6.600E+0	89.970E-12
6.700E+0	89.980E-12
6.800E+0	90.090E-12
6.900E+0	90.680E-12
7.000E+0	90.360E-12
7.100E+0	90.310E-12
7.200E+0	90.430E-12
7.300E+0	89.950E-12
7.400E+0	90.680E-12
7.500E+0	90.250E-12
7.600E+0	90.140E-12
7.700E+0	90.700E-12
7.800E+0	90.150E-12
7.900E+0	90.680E-12
8.000E+0	90.670E-12
8.100E+0	90.680E-12
8.200E+0	90.590E-12
8.300E+0	90.530E-12
8.400E+0	90.400E-12
8.500E+0	90.560E-12
8.600E+0	90.750E-12
8.700E+0	90.430E-12
8.800E+0	90.610E-12
8.900E+0	90.590E-12
9.000E+0	90.550E-12
9.100E+0	91.200E-12
9.200E+0	90.680E-12
9.300E+0	90.740E-12
9.400E+0	90.240E-12
9.500E+0	91.070E-12
9.600E+0	90.460E-12
9.700E+0	90.780E-12
9.800E+0	90.520E-12
9.900E+0	90.520E-12
10.000E+0	90.550E-12
