Extended_Flutes_20-Nov-20_5:25:05 PM	Right_PQC1_MOSQuarter_CV	
Temperature(C)= 22.0	Humidity(%)= 8.6	AC Amplitude(V)= 250.000E-3
AC Frequency(Hz) = 10.000E+3	Settling_time(s) = 0.1	
		
Voltage (V)	Capacitance (F)
-5.000E+0	41.260E-12
-4.900E+0	41.150E-12
-4.800E+0	41.440E-12
-4.700E+0	41.480E-12
-4.600E+0	41.610E-12
-4.500E+0	41.600E-12
-4.400E+0	41.610E-12
-4.300E+0	41.420E-12
-4.200E+0	41.700E-12
-4.100E+0	41.920E-12
-4.000E+0	41.750E-12
-3.900E+0	41.500E-12
-3.800E+0	41.850E-12
-3.700E+0	41.330E-12
-3.600E+0	41.660E-12
-3.500E+0	41.930E-12
-3.400E+0	41.410E-12
-3.300E+0	41.490E-12
-3.200E+0	41.240E-12
-3.100E+0	41.450E-12
-3.000E+0	41.350E-12
-2.900E+0	40.970E-12
-2.800E+0	41.320E-12
-2.700E+0	41.440E-12
-2.600E+0	41.230E-12
-2.500E+0	41.130E-12
-2.400E+0	41.080E-12
-2.300E+0	41.100E-12
-2.200E+0	40.990E-12
-2.100E+0	41.040E-12
-2.000E+0	41.150E-12
-1.900E+0	40.860E-12
-1.800E+0	41.010E-12
-1.700E+0	40.900E-12
-1.600E+0	41.210E-12
-1.500E+0	40.750E-12
-1.400E+0	41.070E-12
-1.300E+0	40.800E-12
-1.200E+0	40.670E-12
-1.100E+0	40.790E-12
-1.000E+0	40.720E-12
-900.000E-3	40.400E-12
-800.000E-3	40.880E-12
-700.000E-3	40.400E-12
-600.000E-3	40.560E-12
-500.000E-3	40.580E-12
-400.000E-3	40.480E-12
-300.000E-3	40.560E-12
-200.000E-3	40.290E-12
-100.000E-3	40.430E-12
0.000E+0	40.250E-12
100.000E-3	40.180E-12
200.000E-3	40.250E-12
300.000E-3	40.040E-12
400.000E-3	40.020E-12
500.000E-3	39.750E-12
600.000E-3	39.750E-12
700.000E-3	39.610E-12
800.000E-3	39.530E-12
900.000E-3	39.500E-12
1.000E+0	39.230E-12
1.100E+0	38.730E-12
1.200E+0	38.360E-12
1.300E+0	38.250E-12
1.400E+0	38.000E-12
1.500E+0	37.610E-12
1.600E+0	36.520E-12
1.700E+0	35.620E-12
1.800E+0	33.380E-12
1.900E+0	30.270E-12
2.000E+0	27.390E-12
2.100E+0	27.680E-12
2.200E+0	29.670E-12
2.300E+0	33.470E-12
2.400E+0	39.240E-12
2.500E+0	46.920E-12
2.600E+0	54.850E-12
2.700E+0	63.510E-12
2.800E+0	69.120E-12
2.900E+0	73.460E-12
3.000E+0	76.940E-12
3.100E+0	79.610E-12
3.200E+0	81.650E-12
3.300E+0	83.220E-12
3.400E+0	84.170E-12
3.500E+0	84.680E-12
3.600E+0	85.320E-12
3.700E+0	85.730E-12
3.800E+0	86.100E-12
3.900E+0	86.320E-12
4.000E+0	86.340E-12
4.100E+0	86.810E-12
4.200E+0	87.100E-12
4.300E+0	87.300E-12
4.400E+0	87.590E-12
4.500E+0	87.660E-12
4.600E+0	87.930E-12
4.700E+0	88.060E-12
4.800E+0	88.030E-12
4.900E+0	88.360E-12
5.000E+0	88.140E-12
5.100E+0	88.190E-12
5.200E+0	88.320E-12
5.300E+0	88.340E-12
5.400E+0	88.310E-12
5.500E+0	88.450E-12
5.600E+0	88.690E-12
5.700E+0	88.670E-12
5.800E+0	88.530E-12
5.900E+0	88.930E-12
6.000E+0	88.770E-12
6.100E+0	88.940E-12
6.200E+0	88.730E-12
6.300E+0	88.520E-12
6.400E+0	89.000E-12
6.500E+0	88.740E-12
6.600E+0	88.960E-12
6.700E+0	89.330E-12
6.800E+0	89.270E-12
6.900E+0	89.080E-12
7.000E+0	89.180E-12
7.100E+0	89.080E-12
7.200E+0	89.240E-12
7.300E+0	89.210E-12
7.400E+0	89.020E-12
7.500E+0	89.460E-12
7.600E+0	89.260E-12
7.700E+0	89.330E-12
7.800E+0	89.200E-12
7.900E+0	89.290E-12
8.000E+0	89.610E-12
8.100E+0	89.160E-12
8.200E+0	89.200E-12
8.300E+0	89.510E-12
8.400E+0	89.440E-12
8.500E+0	89.500E-12
8.600E+0	89.550E-12
8.700E+0	89.220E-12
8.800E+0	89.370E-12
8.900E+0	89.600E-12
9.000E+0	89.420E-12
9.100E+0	89.280E-12
9.200E+0	89.470E-12
9.300E+0	89.760E-12
9.400E+0	89.770E-12
9.500E+0	89.540E-12
9.600E+0	89.470E-12
9.700E+0	89.990E-12
9.800E+0	89.540E-12
9.900E+0	89.730E-12
10.000E+0	89.630E-12
