Extended_Flutes_20-Nov-20_10:53:07 AM	Left_PQC1_MOSQuarter_CV	
Temperature(C)= 19.9	Humidity(%)= 8.1	AC Amplitude(V)= 250.000E-3
AC Frequency(Hz) = 10.000E+3	Settling_time(s) = 0.1	
		
Voltage (V)	Capacitance (F)
-5.000E+0	41.440E-12
-4.900E+0	40.970E-12
-4.800E+0	40.920E-12
-4.700E+0	41.120E-12
-4.600E+0	40.940E-12
-4.500E+0	41.240E-12
-4.400E+0	41.200E-12
-4.300E+0	41.540E-12
-4.200E+0	41.070E-12
-4.100E+0	40.950E-12
-4.000E+0	41.460E-12
-3.900E+0	41.010E-12
-3.800E+0	41.510E-12
-3.700E+0	41.650E-12
-3.600E+0	41.400E-12
-3.500E+0	41.270E-12
-3.400E+0	41.130E-12
-3.300E+0	40.990E-12
-3.200E+0	41.000E-12
-3.100E+0	41.370E-12
-3.000E+0	41.050E-12
-2.900E+0	41.400E-12
-2.800E+0	41.230E-12
-2.700E+0	40.910E-12
-2.600E+0	41.300E-12
-2.500E+0	40.820E-12
-2.400E+0	40.990E-12
-2.300E+0	41.460E-12
-2.200E+0	41.010E-12
-2.100E+0	40.700E-12
-2.000E+0	40.890E-12
-1.900E+0	40.770E-12
-1.800E+0	40.840E-12
-1.700E+0	41.120E-12
-1.600E+0	41.140E-12
-1.500E+0	41.100E-12
-1.400E+0	40.880E-12
-1.300E+0	40.890E-12
-1.200E+0	40.580E-12
-1.100E+0	40.630E-12
-1.000E+0	40.730E-12
-900.000E-3	40.670E-12
-800.000E-3	40.720E-12
-700.000E-3	40.410E-12
-600.000E-3	40.380E-12
-500.000E-3	40.550E-12
-400.000E-3	40.350E-12
-300.000E-3	40.490E-12
-200.000E-3	40.110E-12
-100.000E-3	40.100E-12
0.000E+0	39.870E-12
100.000E-3	40.010E-12
200.000E-3	40.060E-12
300.000E-3	39.690E-12
400.000E-3	39.710E-12
500.000E-3	39.460E-12
600.000E-3	39.150E-12
700.000E-3	39.430E-12
800.000E-3	39.240E-12
900.000E-3	38.840E-12
1.000E+0	38.760E-12
1.100E+0	38.850E-12
1.200E+0	38.670E-12
1.300E+0	37.740E-12
1.400E+0	37.630E-12
1.500E+0	36.870E-12
1.600E+0	36.160E-12
1.700E+0	34.550E-12
1.800E+0	32.190E-12
1.900E+0	28.980E-12
2.000E+0	26.850E-12
2.100E+0	27.840E-12
2.200E+0	29.960E-12
2.300E+0	34.170E-12
2.400E+0	41.010E-12
2.500E+0	48.580E-12
2.600E+0	55.850E-12
2.700E+0	64.510E-12
2.800E+0	69.840E-12
2.900E+0	74.160E-12
3.000E+0	77.500E-12
3.100E+0	80.480E-12
3.200E+0	82.560E-12
3.300E+0	83.850E-12
3.400E+0	85.120E-12
3.500E+0	85.680E-12
3.600E+0	86.310E-12
3.700E+0	86.450E-12
3.800E+0	87.140E-12
3.900E+0	87.500E-12
4.000E+0	87.870E-12
4.100E+0	87.450E-12
4.200E+0	87.980E-12
4.300E+0	88.330E-12
4.400E+0	88.420E-12
4.500E+0	88.880E-12
4.600E+0	88.600E-12
4.700E+0	88.930E-12
4.800E+0	88.920E-12
4.900E+0	88.880E-12
5.000E+0	89.110E-12
5.100E+0	89.130E-12
5.200E+0	89.080E-12
5.300E+0	89.510E-12
5.400E+0	89.520E-12
5.500E+0	89.590E-12
5.600E+0	89.540E-12
5.700E+0	89.990E-12
5.800E+0	90.090E-12
5.900E+0	89.830E-12
6.000E+0	89.800E-12
6.100E+0	89.990E-12
6.200E+0	89.880E-12
6.300E+0	90.270E-12
6.400E+0	89.840E-12
6.500E+0	90.220E-12
6.600E+0	90.020E-12
6.700E+0	90.040E-12
6.800E+0	90.140E-12
6.900E+0	90.160E-12
7.000E+0	90.100E-12
7.100E+0	90.520E-12
7.200E+0	89.920E-12
7.300E+0	90.330E-12
7.400E+0	90.460E-12
7.500E+0	90.090E-12
7.600E+0	90.230E-12
7.700E+0	90.280E-12
7.800E+0	90.380E-12
7.900E+0	90.440E-12
8.000E+0	90.360E-12
8.100E+0	90.320E-12
8.200E+0	90.460E-12
8.300E+0	90.700E-12
8.400E+0	90.620E-12
8.500E+0	90.360E-12
8.600E+0	90.240E-12
8.700E+0	90.530E-12
8.800E+0	90.540E-12
8.900E+0	90.490E-12
9.000E+0	90.460E-12
9.100E+0	90.350E-12
9.200E+0	90.820E-12
9.300E+0	90.570E-12
9.400E+0	90.790E-12
9.500E+0	90.640E-12
9.600E+0	90.690E-12
9.700E+0	90.560E-12
9.800E+0	90.560E-12
9.900E+0	90.490E-12
10.000E+0	90.950E-12
