Extended_Flutes_17-Nov-20_2:35:19 PM	Left_PQC1_MOSQuarter_CV	
Temperature(C)= 20.6	Humidity(%)= 16.9	AC Amplitude(V)= 250.000E-3
AC Frequency(Hz) = 10.000E+3	Settling_time(s) = 0.1	
		
Voltage (V)	Capacitance (F)
-5.000E+0	41.620E-12
-4.900E+0	41.900E-12
-4.800E+0	41.850E-12
-4.700E+0	41.910E-12
-4.600E+0	41.660E-12
-4.500E+0	42.100E-12
-4.400E+0	41.840E-12
-4.300E+0	41.790E-12
-4.200E+0	42.190E-12
-4.100E+0	41.700E-12
-4.000E+0	42.130E-12
-3.900E+0	41.920E-12
-3.800E+0	42.210E-12
-3.700E+0	41.410E-12
-3.600E+0	42.030E-12
-3.500E+0	41.700E-12
-3.400E+0	41.670E-12
-3.300E+0	42.030E-12
-3.200E+0	41.800E-12
-3.100E+0	41.750E-12
-3.000E+0	42.050E-12
-2.900E+0	41.900E-12
-2.800E+0	41.440E-12
-2.700E+0	41.360E-12
-2.600E+0	41.710E-12
-2.500E+0	41.660E-12
-2.400E+0	41.410E-12
-2.300E+0	41.290E-12
-2.200E+0	41.440E-12
-2.100E+0	41.590E-12
-2.000E+0	41.820E-12
-1.900E+0	41.500E-12
-1.800E+0	41.590E-12
-1.700E+0	41.520E-12
-1.600E+0	41.170E-12
-1.500E+0	41.070E-12
-1.400E+0	41.430E-12
-1.300E+0	41.040E-12
-1.200E+0	41.510E-12
-1.100E+0	41.270E-12
-1.000E+0	41.250E-12
-900.000E-3	40.740E-12
-800.000E-3	41.060E-12
-700.000E-3	40.640E-12
-600.000E-3	40.850E-12
-500.000E-3	40.420E-12
-400.000E-3	41.340E-12
-300.000E-3	40.480E-12
-200.000E-3	40.970E-12
-100.000E-3	40.950E-12
0.000E+0	40.550E-12
100.000E-3	40.660E-12
200.000E-3	40.420E-12
300.000E-3	40.390E-12
400.000E-3	40.500E-12
500.000E-3	40.060E-12
600.000E-3	40.000E-12
700.000E-3	39.660E-12
800.000E-3	39.670E-12
900.000E-3	40.060E-12
1.000E+0	39.920E-12
1.100E+0	39.310E-12
1.200E+0	39.070E-12
1.300E+0	37.820E-12
1.400E+0	38.130E-12
1.500E+0	37.430E-12
1.600E+0	36.870E-12
1.700E+0	35.470E-12
1.800E+0	32.830E-12
1.900E+0	29.380E-12
2.000E+0	27.500E-12
2.100E+0	28.290E-12
2.200E+0	30.440E-12
2.300E+0	35.250E-12
2.400E+0	42.580E-12
2.500E+0	49.870E-12
2.600E+0	57.950E-12
2.700E+0	66.070E-12
2.800E+0	71.660E-12
2.900E+0	75.960E-12
3.000E+0	79.320E-12
3.100E+0	81.610E-12
3.200E+0	83.230E-12
3.300E+0	84.800E-12
3.400E+0	85.580E-12
3.500E+0	85.860E-12
3.600E+0	86.710E-12
3.700E+0	87.060E-12
3.800E+0	87.220E-12
3.900E+0	88.000E-12
4.000E+0	88.190E-12
4.100E+0	88.300E-12
4.200E+0	88.730E-12
4.300E+0	88.580E-12
4.400E+0	89.000E-12
4.500E+0	88.840E-12
4.600E+0	88.830E-12
4.700E+0	89.180E-12
4.800E+0	89.510E-12
4.900E+0	89.550E-12
5.000E+0	89.680E-12
5.100E+0	89.830E-12
5.200E+0	89.680E-12
5.300E+0	90.060E-12
5.400E+0	89.570E-12
5.500E+0	90.070E-12
5.600E+0	89.830E-12
5.700E+0	89.830E-12
5.800E+0	90.160E-12
5.900E+0	90.220E-12
6.000E+0	90.340E-12
6.100E+0	90.060E-12
6.200E+0	90.040E-12
6.300E+0	90.760E-12
6.400E+0	90.320E-12
6.500E+0	90.460E-12
6.600E+0	90.690E-12
6.700E+0	90.550E-12
6.800E+0	90.790E-12
6.900E+0	90.710E-12
7.000E+0	90.730E-12
7.100E+0	90.700E-12
7.200E+0	90.610E-12
7.300E+0	90.530E-12
7.400E+0	90.800E-12
7.500E+0	90.540E-12
7.600E+0	90.200E-12
7.700E+0	90.850E-12
7.800E+0	91.180E-12
7.900E+0	90.520E-12
8.000E+0	90.980E-12
8.100E+0	90.840E-12
8.200E+0	90.950E-12
8.300E+0	91.280E-12
8.400E+0	90.280E-12
8.500E+0	90.720E-12
8.600E+0	91.030E-12
8.700E+0	90.820E-12
8.800E+0	90.740E-12
8.900E+0	91.120E-12
9.000E+0	90.920E-12
9.100E+0	90.900E-12
9.200E+0	91.050E-12
9.300E+0	91.120E-12
9.400E+0	91.010E-12
9.500E+0	90.970E-12
9.600E+0	91.000E-12
9.700E+0	90.840E-12
9.800E+0	91.280E-12
9.900E+0	91.030E-12
10.000E+0	90.620E-12
