Extended_Flutes_19-Nov-20_4:15:14 PM	Right_PQC1_MOSQuarter_CV	
Temperature(C)= 22.2	Humidity(%)= 6.9	AC Amplitude(V)= 250.000E-3
AC Frequency(Hz) = 10.000E+3	Settling_time(s) = 0.1	
		
Voltage (V)	Capacitance (F)
-5.000E+0	41.640E-12
-4.900E+0	41.240E-12
-4.800E+0	41.750E-12
-4.700E+0	41.600E-12
-4.600E+0	41.800E-12
-4.500E+0	41.830E-12
-4.400E+0	42.000E-12
-4.300E+0	41.950E-12
-4.200E+0	41.810E-12
-4.100E+0	41.750E-12
-4.000E+0	41.490E-12
-3.900E+0	41.520E-12
-3.800E+0	41.590E-12
-3.700E+0	41.820E-12
-3.600E+0	41.690E-12
-3.500E+0	41.970E-12
-3.400E+0	41.330E-12
-3.300E+0	41.370E-12
-3.200E+0	41.640E-12
-3.100E+0	41.340E-12
-3.000E+0	41.670E-12
-2.900E+0	41.310E-12
-2.800E+0	41.310E-12
-2.700E+0	41.280E-12
-2.600E+0	41.390E-12
-2.500E+0	41.430E-12
-2.400E+0	41.240E-12
-2.300E+0	41.270E-12
-2.200E+0	41.440E-12
-2.100E+0	41.020E-12
-2.000E+0	40.990E-12
-1.900E+0	41.300E-12
-1.800E+0	41.370E-12
-1.700E+0	41.190E-12
-1.600E+0	40.970E-12
-1.500E+0	41.160E-12
-1.400E+0	41.000E-12
-1.300E+0	40.870E-12
-1.200E+0	40.830E-12
-1.100E+0	40.690E-12
-1.000E+0	40.800E-12
-900.000E-3	41.110E-12
-800.000E-3	40.830E-12
-700.000E-3	40.900E-12
-600.000E-3	40.390E-12
-500.000E-3	40.580E-12
-400.000E-3	40.670E-12
-300.000E-3	40.360E-12
-200.000E-3	40.420E-12
-100.000E-3	40.650E-12
0.000E+0	40.290E-12
100.000E-3	40.080E-12
200.000E-3	39.950E-12
300.000E-3	39.890E-12
400.000E-3	39.760E-12
500.000E-3	39.430E-12
600.000E-3	39.670E-12
700.000E-3	39.490E-12
800.000E-3	39.400E-12
900.000E-3	39.230E-12
1.000E+0	38.460E-12
1.100E+0	38.210E-12
1.200E+0	37.660E-12
1.300E+0	37.420E-12
1.400E+0	36.330E-12
1.500E+0	35.020E-12
1.600E+0	32.640E-12
1.700E+0	29.030E-12
1.800E+0	26.900E-12
1.900E+0	27.160E-12
2.000E+0	29.490E-12
2.100E+0	34.790E-12
2.200E+0	42.590E-12
2.300E+0	50.810E-12
2.400E+0	59.080E-12
2.500E+0	65.900E-12
2.600E+0	71.390E-12
2.700E+0	76.980E-12
2.800E+0	79.470E-12
2.900E+0	81.410E-12
3.000E+0	83.000E-12
3.100E+0	83.550E-12
3.200E+0	84.720E-12
3.300E+0	85.360E-12
3.400E+0	85.370E-12
3.500E+0	86.270E-12
3.600E+0	86.210E-12
3.700E+0	87.030E-12
3.800E+0	87.380E-12
3.900E+0	87.360E-12
4.000E+0	87.640E-12
4.100E+0	87.780E-12
4.200E+0	87.960E-12
4.300E+0	87.810E-12
4.400E+0	88.090E-12
4.500E+0	88.010E-12
4.600E+0	88.120E-12
4.700E+0	88.440E-12
4.800E+0	88.610E-12
4.900E+0	88.530E-12
5.000E+0	88.860E-12
5.100E+0	88.800E-12
5.200E+0	88.580E-12
5.300E+0	88.720E-12
5.400E+0	89.330E-12
5.500E+0	88.570E-12
5.600E+0	89.270E-12
5.700E+0	88.910E-12
5.800E+0	89.160E-12
5.900E+0	89.020E-12
6.000E+0	88.930E-12
6.100E+0	89.330E-12
6.200E+0	89.310E-12
6.300E+0	89.250E-12
6.400E+0	89.400E-12
6.500E+0	89.640E-12
6.600E+0	89.200E-12
6.700E+0	89.310E-12
6.800E+0	89.490E-12
6.900E+0	89.370E-12
7.000E+0	89.560E-12
7.100E+0	89.380E-12
7.200E+0	89.280E-12
7.300E+0	89.760E-12
7.400E+0	89.420E-12
7.500E+0	89.630E-12
7.600E+0	89.570E-12
7.700E+0	89.480E-12
7.800E+0	89.640E-12
7.900E+0	89.590E-12
8.000E+0	89.880E-12
8.100E+0	89.860E-12
8.200E+0	89.750E-12
8.300E+0	89.810E-12
8.400E+0	89.790E-12
8.500E+0	89.440E-12
8.600E+0	89.890E-12
8.700E+0	89.810E-12
8.800E+0	89.590E-12
8.900E+0	90.050E-12
9.000E+0	89.750E-12
9.100E+0	89.930E-12
9.200E+0	89.880E-12
9.300E+0	89.760E-12
9.400E+0	90.100E-12
9.500E+0	89.890E-12
9.600E+0	89.980E-12
9.700E+0	89.940E-12
9.800E+0	89.730E-12
9.900E+0	90.210E-12
10.000E+0	89.820E-12
