Custom_Flutes_19-Nov-20_5:16:03 PM	Left_PQC1_MOSQuarter_CV	
Temperature(C)= 22.2	Humidity(%)= 5.7	AC Amplitude(V)= 250.000E-3
AC Frequency(Hz) = 10.000E+3	Settling_time(s) = 0.1	
		
Voltage (V)	Capacitance (F)
-5.000E+0	27.080E-12
-4.900E+0	27.130E-12
-4.800E+0	27.400E-12
-4.700E+0	27.140E-12
-4.600E+0	27.170E-12
-4.500E+0	27.260E-12
-4.400E+0	27.430E-12
-4.300E+0	27.250E-12
-4.200E+0	27.220E-12
-4.100E+0	27.240E-12
-4.000E+0	26.970E-12
-3.900E+0	27.400E-12
-3.800E+0	27.250E-12
-3.700E+0	27.170E-12
-3.600E+0	26.940E-12
-3.500E+0	27.100E-12
-3.400E+0	27.260E-12
-3.300E+0	27.050E-12
-3.200E+0	27.330E-12
-3.100E+0	27.250E-12
-3.000E+0	26.940E-12
-2.900E+0	26.980E-12
-2.800E+0	27.170E-12
-2.700E+0	27.180E-12
-2.600E+0	27.110E-12
-2.500E+0	27.050E-12
-2.400E+0	27.080E-12
-2.300E+0	27.110E-12
-2.200E+0	27.300E-12
-2.100E+0	27.140E-12
-2.000E+0	27.510E-12
-1.900E+0	27.570E-12
-1.800E+0	27.370E-12
-1.700E+0	27.370E-12
-1.600E+0	27.330E-12
-1.500E+0	27.300E-12
-1.400E+0	26.900E-12
-1.300E+0	26.800E-12
-1.200E+0	26.880E-12
-1.100E+0	26.780E-12
-1.000E+0	26.770E-12
-900.000E-3	26.930E-12
-800.000E-3	27.040E-12
-700.000E-3	26.390E-12
-600.000E-3	26.730E-12
-500.000E-3	26.980E-12
-400.000E-3	26.740E-12
-300.000E-3	26.650E-12
-200.000E-3	26.460E-12
-100.000E-3	26.650E-12
0.000E+0	26.600E-12
100.000E-3	26.260E-12
200.000E-3	26.440E-12
300.000E-3	26.100E-12
400.000E-3	26.020E-12
500.000E-3	26.320E-12
600.000E-3	26.150E-12
700.000E-3	26.070E-12
800.000E-3	25.870E-12
900.000E-3	25.750E-12
1.000E+0	25.420E-12
1.100E+0	25.130E-12
1.200E+0	25.440E-12
1.300E+0	24.950E-12
1.400E+0	24.230E-12
1.500E+0	24.050E-12
1.600E+0	23.330E-12
1.700E+0	23.300E-12
1.800E+0	23.390E-12
1.900E+0	25.160E-12
2.000E+0	28.740E-12
2.100E+0	34.740E-12
2.200E+0	42.530E-12
2.300E+0	50.720E-12
2.400E+0	58.700E-12
2.500E+0	65.920E-12
2.600E+0	71.460E-12
2.700E+0	76.920E-12
2.800E+0	79.730E-12
2.900E+0	81.840E-12
3.000E+0	83.450E-12
3.100E+0	84.560E-12
3.200E+0	85.300E-12
3.300E+0	86.020E-12
3.400E+0	86.680E-12
3.500E+0	87.160E-12
3.600E+0	87.410E-12
3.700E+0	87.830E-12
3.800E+0	87.840E-12
3.900E+0	88.100E-12
4.000E+0	88.640E-12
4.100E+0	88.680E-12
4.200E+0	88.820E-12
4.300E+0	88.820E-12
4.400E+0	89.110E-12
4.500E+0	89.260E-12
4.600E+0	89.250E-12
4.700E+0	89.490E-12
4.800E+0	89.200E-12
4.900E+0	89.520E-12
5.000E+0	89.760E-12
5.100E+0	89.840E-12
5.200E+0	89.840E-12
5.300E+0	90.050E-12
5.400E+0	89.980E-12
5.500E+0	89.990E-12
5.600E+0	89.980E-12
5.700E+0	90.150E-12
5.800E+0	90.240E-12
5.900E+0	90.040E-12
6.000E+0	89.960E-12
6.100E+0	90.180E-12
6.200E+0	90.270E-12
6.300E+0	90.250E-12
6.400E+0	90.300E-12
6.500E+0	90.080E-12
6.600E+0	90.300E-12
6.700E+0	90.580E-12
6.800E+0	90.310E-12
6.900E+0	90.380E-12
7.000E+0	90.390E-12
7.100E+0	90.600E-12
7.200E+0	90.490E-12
7.300E+0	90.440E-12
7.400E+0	90.660E-12
7.500E+0	90.520E-12
7.600E+0	90.560E-12
7.700E+0	90.590E-12
7.800E+0	90.810E-12
7.900E+0	90.700E-12
8.000E+0	90.540E-12
8.100E+0	90.860E-12
8.200E+0	90.920E-12
8.300E+0	90.880E-12
8.400E+0	90.860E-12
8.500E+0	90.830E-12
8.600E+0	90.910E-12
8.700E+0	90.580E-12
8.800E+0	90.890E-12
8.900E+0	90.670E-12
9.000E+0	90.920E-12
9.100E+0	90.840E-12
9.200E+0	90.730E-12
9.300E+0	90.600E-12
9.400E+0	90.700E-12
9.500E+0	90.930E-12
9.600E+0	90.740E-12
9.700E+0	90.660E-12
9.800E+0	91.000E-12
9.900E+0	91.080E-12
10.000E+0	90.800E-12
