Custom_Flutes_18-Nov-20_11:42:15 AM	Left_PQC3_DiodeHalf_IV	
Temperature(C)= 21.1	Humidity(%)= 6.3	Bias(V)= 0.000E+0
Current_Limit(A) = 15.000E-6	Settling_time(s) = 1.0	
		
Voltage (V)	Current (A)
0.000E+0	1.115E-6
-10.000E+0	1.847E-6
-20.000E+0	1.933E-6
-30.000E+0	1.677E-6
-40.000E+0	1.239E-6
-50.000E+0	719.527E-9
-60.000E+0	203.074E-9
-70.000E+0	4.370E-9
-80.000E+0	869.347E-12
-90.000E+0	36.502E-12
-100.000E+0	26.523E-12
-110.000E+0	23.326E-12
-120.000E+0	22.898E-12
-130.000E+0	22.878E-12
-140.000E+0	22.872E-12
-150.000E+0	22.836E-12
-160.000E+0	22.711E-12
-170.000E+0	22.877E-12
-180.000E+0	22.959E-12
-190.000E+0	23.365E-12
-200.000E+0	23.610E-12
-210.000E+0	24.019E-12
-220.000E+0	24.339E-12
-230.000E+0	24.740E-12
-240.000E+0	24.849E-12
-250.000E+0	24.991E-12
-260.000E+0	25.272E-12
-270.000E+0	25.264E-12
-280.000E+0	25.275E-12
-290.000E+0	25.458E-12
-300.000E+0	25.525E-12
-310.000E+0	25.660E-12
-320.000E+0	25.725E-12
-330.000E+0	25.681E-12
-340.000E+0	25.922E-12
-350.000E+0	26.127E-12
-360.000E+0	26.179E-12
-370.000E+0	26.527E-12
-380.000E+0	26.713E-12
-390.000E+0	27.113E-12
-400.000E+0	27.712E-12
-410.000E+0	28.669E-12
-420.000E+0	29.943E-12
-430.000E+0	31.740E-12
-440.000E+0	34.432E-12
-450.000E+0	37.953E-12
-460.000E+0	42.958E-12
-470.000E+0	49.935E-12
-480.000E+0	59.222E-12
-490.000E+0	71.166E-12
-500.000E+0	86.086E-12
-510.000E+0	104.037E-12
-520.000E+0	124.380E-12
-530.000E+0	147.870E-12
-540.000E+0	173.607E-12
-550.000E+0	202.907E-12
-560.000E+0	227.492E-12
-570.000E+0	260.148E-12
-580.000E+0	312.713E-12
-590.000E+0	341.279E-12
-600.000E+0	374.821E-12
-610.000E+0	451.692E-12
-620.000E+0	487.667E-12
-630.000E+0	537.623E-12
-640.000E+0	606.282E-12
-650.000E+0	688.261E-12
-660.000E+0	746.942E-12
-670.000E+0	819.470E-12
-680.000E+0	937.464E-12
-690.000E+0	1.048E-9
-700.000E+0	1.163E-9
