Custom_Flutes_11-Nov-20_4:15:36 PM	Right_PQC3_DiodeHalf_IV	
Temperature(C)= 23.9	Humidity(%)= 6.7	Bias(V)= 0.000E+0
Current_Limit(A) = 15.000E-6	Settling_time(s) = 1.0	
		
Voltage (V)	Current (A)
0.000E+0	1.041E-6
-10.000E+0	2.492E-6
-20.000E+0	2.677E-6
-30.000E+0	2.361E-6
-40.000E+0	1.824E-6
-50.000E+0	1.154E-6
-60.000E+0	431.760E-9
-70.000E+0	13.897E-9
-80.000E+0	1.967E-9
-90.000E+0	103.065E-12
-100.000E+0	42.642E-12
-110.000E+0	26.348E-12
-120.000E+0	24.778E-12
-130.000E+0	24.533E-12
-140.000E+0	24.531E-12
-150.000E+0	24.853E-12
-160.000E+0	24.645E-12
-170.000E+0	24.858E-12
-180.000E+0	25.123E-12
-190.000E+0	25.363E-12
-200.000E+0	25.770E-12
-210.000E+0	26.011E-12
-220.000E+0	26.606E-12
-230.000E+0	26.837E-12
-240.000E+0	27.222E-12
-250.000E+0	27.198E-12
-260.000E+0	27.494E-12
-270.000E+0	27.685E-12
-280.000E+0	27.865E-12
-290.000E+0	27.939E-12
-300.000E+0	28.060E-12
-310.000E+0	28.369E-12
-320.000E+0	28.427E-12
-330.000E+0	28.574E-12
-340.000E+0	28.712E-12
-350.000E+0	28.576E-12
-360.000E+0	28.905E-12
-370.000E+0	29.042E-12
-380.000E+0	29.332E-12
-390.000E+0	29.670E-12
-400.000E+0	29.908E-12
-410.000E+0	30.497E-12
-420.000E+0	31.253E-12
-430.000E+0	32.109E-12
-440.000E+0	32.871E-12
-450.000E+0	34.388E-12
-460.000E+0	36.173E-12
-470.000E+0	38.572E-12
-480.000E+0	42.024E-12
-490.000E+0	45.783E-12
-500.000E+0	50.747E-12
-510.000E+0	56.519E-12
-520.000E+0	64.076E-12
-530.000E+0	72.532E-12
-540.000E+0	82.530E-12
-550.000E+0	94.470E-12
-560.000E+0	107.792E-12
-570.000E+0	124.123E-12
-580.000E+0	143.225E-12
-590.000E+0	163.494E-12
-600.000E+0	187.938E-12
-610.000E+0	111.421E-12
-620.000E+0	224.494E-12
-630.000E+0	265.351E-12
-640.000E+0	301.023E-12
-650.000E+0	328.424E-12
-660.000E+0	367.356E-12
-670.000E+0	412.760E-12
-680.000E+0	449.732E-12
-690.000E+0	494.753E-12
-700.000E+0	585.218E-12
