Custom_Flutes_18-Nov-20_2:04:27 PM	Right_PQC1_FETPSs_trans	
Temperature(C)= 22.3	Humidity(%)= 6.1	Bias(V)= 100.000E-3
Current_Limit(A) = 10.000E-6	Settling_time(s) = 0.5	
		
Voltage (V)	Current (A)
-5.000E+0	-3.746E-9
-4.900E+0	-3.754E-9
-4.800E+0	-3.748E-9
-4.700E+0	-3.748E-9
-4.600E+0	-3.754E-9
-4.500E+0	-3.743E-9
-4.400E+0	-3.744E-9
-4.300E+0	-3.746E-9
-4.200E+0	-3.746E-9
-4.100E+0	-3.748E-9
-4.000E+0	-3.746E-9
-3.900E+0	-3.742E-9
-3.800E+0	-3.751E-9
-3.700E+0	-3.747E-9
-3.600E+0	-3.745E-9
-3.500E+0	-3.749E-9
-3.400E+0	-3.749E-9
-3.300E+0	-3.752E-9
-3.200E+0	-3.750E-9
-3.100E+0	-3.743E-9
-3.000E+0	-3.752E-9
-2.900E+0	-3.749E-9
-2.800E+0	-3.745E-9
-2.700E+0	-3.748E-9
-2.600E+0	-3.747E-9
-2.500E+0	-3.752E-9
-2.400E+0	-3.743E-9
-2.300E+0	-3.749E-9
-2.200E+0	-3.748E-9
-2.100E+0	-3.746E-9
-2.000E+0	-3.747E-9
-1.900E+0	-3.742E-9
-1.800E+0	-3.744E-9
-1.700E+0	-3.746E-9
-1.600E+0	-3.744E-9
-1.500E+0	-3.753E-9
-1.400E+0	-3.746E-9
-1.300E+0	-3.749E-9
-1.200E+0	-3.754E-9
-1.100E+0	-3.746E-9
-1.000E+0	-3.750E-9
-900.000E-3	-3.762E-9
-800.000E-3	-3.749E-9
-700.000E-3	-3.757E-9
-600.000E-3	-3.753E-9
-500.000E-3	-3.762E-9
-400.000E-3	-3.759E-9
-300.000E-3	-3.755E-9
-200.000E-3	-3.764E-9
-100.000E-3	-3.761E-9
0.000E+0	-3.764E-9
100.000E-3	-3.761E-9
200.000E-3	-3.761E-9
300.000E-3	-3.760E-9
400.000E-3	-3.762E-9
500.000E-3	-3.764E-9
600.000E-3	-3.763E-9
700.000E-3	-3.766E-9
800.000E-3	-3.765E-9
900.000E-3	-3.768E-9
1.000E+0	-3.774E-9
1.100E+0	-3.773E-9
1.200E+0	-3.766E-9
1.300E+0	-3.777E-9
1.400E+0	-3.766E-9
1.500E+0	-3.774E-9
1.600E+0	-3.773E-9
1.700E+0	-3.776E-9
1.800E+0	-3.763E-9
1.900E+0	-3.765E-9
2.000E+0	-3.765E-9
2.100E+0	-3.760E-9
2.200E+0	-3.753E-9
2.300E+0	-3.735E-9
2.400E+0	-3.708E-9
2.500E+0	-3.652E-9
2.600E+0	-3.558E-9
2.700E+0	-3.395E-9
2.800E+0	-3.114E-9
2.900E+0	-2.626E-9
3.000E+0	-1.718E-9
3.100E+0	-26.813E-12
3.200E+0	2.680E-9
3.300E+0	7.798E-9
3.400E+0	17.045E-9
3.500E+0	33.461E-9
3.600E+0	61.580E-9
3.700E+0	108.586E-9
3.800E+0	183.005E-9
3.900E+0	291.005E-9
4.000E+0	444.749E-9
4.100E+0	647.775E-9
4.200E+0	897.002E-9
4.300E+0	1.183E-6
4.400E+0	1.495E-6
4.500E+0	1.816E-6
4.600E+0	2.132E-6
4.700E+0	2.438E-6
4.800E+0	2.729E-6
4.900E+0	3.002E-6
5.000E+0	3.258E-6
5.100E+0	3.497E-6
5.200E+0	3.721E-6
5.300E+0	3.933E-6
5.400E+0	4.132E-6
5.500E+0	4.322E-6
5.600E+0	4.500E-6
5.700E+0	4.672E-6
5.800E+0	4.835E-6
5.900E+0	4.992E-6
6.000E+0	5.144E-6
6.100E+0	5.288E-6
6.200E+0	5.429E-6
6.300E+0	5.565E-6
6.400E+0	5.697E-6
6.500E+0	5.823E-6
6.600E+0	5.948E-6
6.700E+0	6.070E-6
6.800E+0	6.187E-6
6.900E+0	6.302E-6
7.000E+0	6.419E-6
7.100E+0	6.528E-6
7.200E+0	6.638E-6
7.300E+0	6.740E-6
7.400E+0	6.849E-6
7.500E+0	6.952E-6
7.600E+0	7.055E-6
7.700E+0	7.159E-6
7.800E+0	7.254E-6
7.900E+0	7.349E-6
8.000E+0	7.448E-6
8.100E+0	7.542E-6
8.200E+0	7.637E-6
8.300E+0	7.728E-6
8.400E+0	7.817E-6
8.500E+0	7.910E-6
8.600E+0	7.996E-6
8.700E+0	8.088E-6
8.800E+0	8.174E-6
8.900E+0	8.263E-6
9.000E+0	8.343E-6
9.100E+0	8.429E-6
9.200E+0	8.517E-6
9.300E+0	8.601E-6
9.400E+0	8.683E-6
9.500E+0	8.767E-6
9.600E+0	8.845E-6
9.700E+0	8.931E-6
9.800E+0	9.010E-6
