Name,R_sh [Ohm/square],delta_Rsh [Ohm/square]
VPX33234_012_PSS_EE_Left_r,-19.814036814394154,14.333848929148909
VPX33234_012_PSS_EE_Left_s,34.371149912040494,0.009982219238479872
VPX33234_012_PSS_EE_Right_r,34.68378803795391,0.04353243223974465
VPX33234_012_PSS_EE_Right_s,34.3791840769866,0.004962666287015419
VPX33234_013_PSS_EE_Left_r,34.58519593880097,0.06988417746275222
VPX33234_013_PSS_EE_Left_s,34.44871432011479,0.04388350585584614
VPX33234_013_PSS_EE_Right_r,-36.156718237291294,12.428076860115203
VPX33234_013_PSS_EE_Right_s,33.35517518948241,0.11801734183499096
VPX33234_014_PSS_EE_Left_r,34.61336510982977,0.005180996357741597
VPX33234_014_PSS_EE_Left_s,34.36361168283938,0.042861264002248635
VPX33234_014_PSS_EE_Right_r,34.77166791664339,0.052652898575460794
VPX33234_014_PSS_EE_Right_s,34.51169820657327,0.07788082949482061
VPX33234_015_PSS_EE_Left_r,34.639054600455964,0.04359127689531935
VPX33234_015_PSS_EE_Left_s,34.51199576841779,0.04497738023391348
VPX33234_015_PSS_EE_Right_r,25.41791633130366,5.7328044833269045
VPX33234_015_PSS_EE_Right_s,34.13855587468939,0.042969848860797126
VPX33234_012_PSS_NW_Left_r,34.635384673277855,0.04447444399747394
VPX33234_012_PSS_NW_Left_s,239.6297832672127,22.671117595979737
VPX33234_013_PSS_NW_Left_r,810.4946034171761,28.3895752834406
VPX33234_013_PSS_NW_Left_s,12.291379886654015,3.3421839825820054
VPX33234_014_PSS_NW_Left_r,34.672381507278956,0.006414873932076444
VPX33234_014_PSS_NW_Left_s,34.57418615696906,0.0407247941927019
VPX33234_015_PSS_NW_Left_r,32.836029276150725,1.5772421602426643
VPX33234_015_PSS_NW_Left_s,34.4807517930241,0.04426895854317107
VPX33234_012_PSS_WW_Right_r,44.64337544182511,1.5999918016151915
VPX33234_012_PSS_WW_Right_s,34.48878595803519,0.04442182709018826
VPX33234_013_PSS_WW_Left_r,34.72961253492714,0.007054467274224378
VPX33234_013_PSS_WW_Left_s,34.53203158719049,0.04464264998946915
VPX33234_013_PSS_WW_Right_r,28.306446295498752,5.604510096972158
VPX33234_013_PSS_WW_Right_s,34.44811919671408,0.043674264082668945
VPX33234_014_PSS_WW_Left_r,60.426740621436586,3.657169236574381
VPX33234_014_PSS_WW_Left_s,34.61326592262188,0.012091307106099208
VPX33234_014_PSS_WW_Right_r,34.58152601112772,0.04292288761720755
VPX33234_014_PSS_WW_Right_s,34.44395333346037,0.004215165245107419
VPX33234_015_PSS_WW_Left_r,34.82582414056161,0.08065364761404237
VPX33234_015_PSS_WW_Left_s,34.67922542559082,0.043890679056137354
VPX33234_015_PSS_WW_Right_r,34.526278728866,0.06093553302586324
VPX33234_015_PSS_WW_Right_s,34.41022967757033,0.06746159632844095
