Extended_Flutes_23-Nov-20_10:44:49 AM	Right_PQC3_DiodeHalf_CV	
Temperature(C)= 20.0	Humidity(%)= 14.3	AC Amplitude(V)= 250.000E-3
AC Frequency(Hz) = 100.000E+3	Settling_time(s) = 0.5	
		
Voltage (V)	Capacitance (F)
0.000E+0	114.270E-12
-5.000E+0	24.220E-12
-10.000E+0	17.790E-12
-15.000E+0	14.828E-12
-20.000E+0	13.158E-12
-25.000E+0	11.941E-12
-30.000E+0	11.042E-12
-35.000E+0	10.333E-12
-40.000E+0	9.779E-12
-45.000E+0	9.263E-12
-50.000E+0	8.801E-12
-55.000E+0	8.402E-12
-60.000E+0	7.986E-12
-65.000E+0	7.605E-12
-70.000E+0	7.249E-12
-75.000E+0	6.873E-12
-80.000E+0	6.565E-12
-85.000E+0	6.302E-12
-90.000E+0	6.229E-12
-95.000E+0	6.351E-12
-100.000E+0	6.285E-12
-105.000E+0	6.166E-12
-110.000E+0	6.012E-12
-115.000E+0	5.910E-12
-120.000E+0	5.853E-12
-125.000E+0	5.736E-12
-130.000E+0	5.654E-12
-135.000E+0	5.596E-12
-140.000E+0	5.493E-12
-145.000E+0	5.429E-12
-150.000E+0	5.400E-12
-155.000E+0	5.334E-12
-160.000E+0	5.306E-12
-165.000E+0	5.233E-12
-170.000E+0	5.223E-12
-175.000E+0	5.175E-12
-180.000E+0	5.109E-12
-185.000E+0	5.063E-12
-190.000E+0	5.023E-12
-195.000E+0	4.984E-12
-200.000E+0	4.958E-12
-205.000E+0	4.948E-12
-210.000E+0	4.890E-12
-215.000E+0	4.884E-12
-220.000E+0	4.843E-12
-225.000E+0	4.795E-12
-230.000E+0	4.788E-12
-235.000E+0	4.753E-12
-240.000E+0	4.738E-12
-245.000E+0	4.752E-12
-250.000E+0	4.760E-12
-255.000E+0	4.770E-12
-260.000E+0	4.752E-12
-265.000E+0	4.743E-12
-270.000E+0	4.750E-12
-275.000E+0	4.753E-12
-280.000E+0	4.735E-12
-285.000E+0	4.765E-12
-290.000E+0	4.751E-12
-295.000E+0	4.717E-12
-300.000E+0	4.746E-12
-305.000E+0	4.753E-12
-310.000E+0	4.785E-12
-315.000E+0	4.768E-12
-320.000E+0	4.754E-12
-325.000E+0	4.743E-12
-330.000E+0	4.780E-12
-335.000E+0	4.827E-12
-340.000E+0	4.778E-12
-345.000E+0	4.733E-12
-350.000E+0	4.771E-12
-355.000E+0	4.807E-12
-360.000E+0	4.766E-12
-365.000E+0	4.786E-12
-370.000E+0	4.772E-12
-375.000E+0	4.798E-12
-380.000E+0	4.796E-12
-385.000E+0	4.821E-12
-390.000E+0	4.772E-12
-395.000E+0	4.802E-12
-400.000E+0	4.762E-12
-405.000E+0	4.783E-12
-410.000E+0	4.752E-12
-415.000E+0	4.798E-12
-420.000E+0	4.802E-12
-425.000E+0	4.759E-12
-430.000E+0	4.778E-12
-435.000E+0	4.770E-12
-440.000E+0	4.776E-12
-445.000E+0	4.752E-12
-450.000E+0	4.785E-12
-455.000E+0	4.786E-12
-460.000E+0	4.771E-12
-465.000E+0	4.781E-12
-470.000E+0	4.784E-12
-475.000E+0	4.778E-12
-480.000E+0	4.793E-12
-485.000E+0	4.762E-12
-490.000E+0	4.774E-12
-495.000E+0	4.785E-12
-500.000E+0	4.786E-12
