Extended_Flutes_18-Nov-20_10:40:59 AM	Right_PQC3_DiodeHalf_CV	
Temperature(C)= 20.9	Humidity(%)= 6.3	AC Amplitude(V)= 250.000E-3
AC Frequency(Hz) = 100.000E+3	Settling_time(s) = 0.5	
		
Voltage (V)	Capacitance (F)
0.000E+0	114.200E-12
-5.000E+0	24.280E-12
-10.000E+0	18.070E-12
-15.000E+0	15.261E-12
-20.000E+0	13.614E-12
-25.000E+0	12.333E-12
-30.000E+0	11.457E-12
-35.000E+0	10.723E-12
-40.000E+0	10.124E-12
-45.000E+0	9.591E-12
-50.000E+0	9.129E-12
-55.000E+0	8.711E-12
-60.000E+0	8.330E-12
-65.000E+0	7.936E-12
-70.000E+0	7.573E-12
-75.000E+0	7.232E-12
-80.000E+0	6.905E-12
-85.000E+0	6.547E-12
-90.000E+0	6.261E-12
-95.000E+0	6.040E-12
-100.000E+0	5.986E-12
-105.000E+0	6.003E-12
-110.000E+0	6.097E-12
-115.000E+0	6.057E-12
-120.000E+0	5.957E-12
-125.000E+0	5.851E-12
-130.000E+0	5.734E-12
-135.000E+0	5.658E-12
-140.000E+0	5.605E-12
-145.000E+0	5.545E-12
-150.000E+0	5.503E-12
-155.000E+0	5.422E-12
-160.000E+0	5.373E-12
-165.000E+0	5.344E-12
-170.000E+0	5.281E-12
-175.000E+0	5.223E-12
-180.000E+0	5.142E-12
-185.000E+0	5.128E-12
-190.000E+0	5.081E-12
-195.000E+0	5.053E-12
-200.000E+0	5.015E-12
-205.000E+0	4.993E-12
-210.000E+0	4.957E-12
-215.000E+0	4.905E-12
-220.000E+0	4.860E-12
-225.000E+0	4.878E-12
-230.000E+0	4.813E-12
-235.000E+0	4.819E-12
-240.000E+0	4.782E-12
-245.000E+0	4.762E-12
-250.000E+0	4.760E-12
-255.000E+0	4.763E-12
-260.000E+0	4.739E-12
-265.000E+0	4.744E-12
-270.000E+0	4.758E-12
-275.000E+0	4.746E-12
-280.000E+0	4.756E-12
-285.000E+0	4.745E-12
-290.000E+0	4.733E-12
-295.000E+0	4.731E-12
-300.000E+0	4.760E-12
-305.000E+0	4.755E-12
-310.000E+0	4.760E-12
-315.000E+0	4.759E-12
-320.000E+0	4.752E-12
-325.000E+0	4.773E-12
-330.000E+0	4.735E-12
-335.000E+0	4.746E-12
-340.000E+0	4.743E-12
-345.000E+0	4.758E-12
-350.000E+0	4.741E-12
-355.000E+0	4.744E-12
-360.000E+0	4.742E-12
-365.000E+0	4.770E-12
-370.000E+0	4.754E-12
-375.000E+0	4.751E-12
-380.000E+0	4.762E-12
-385.000E+0	4.754E-12
-390.000E+0	4.750E-12
-395.000E+0	4.776E-12
-400.000E+0	4.762E-12
-405.000E+0	4.759E-12
-410.000E+0	4.772E-12
-415.000E+0	4.758E-12
-420.000E+0	4.741E-12
-425.000E+0	4.771E-12
-430.000E+0	4.777E-12
-435.000E+0	4.784E-12
-440.000E+0	4.763E-12
-445.000E+0	4.790E-12
-450.000E+0	4.774E-12
-455.000E+0	4.761E-12
-460.000E+0	4.790E-12
-465.000E+0	4.779E-12
-470.000E+0	4.804E-12
-475.000E+0	4.758E-12
-480.000E+0	4.781E-12
-485.000E+0	4.782E-12
-490.000E+0	4.776E-12
-495.000E+0	4.775E-12
-500.000E+0	4.809E-12
