Extended_Flutes_18-Nov-20_1:04:58 PM	Right_PQC3_DiodeHalf_CV	
Temperature(C)= 22.2	Humidity(%)= 6.3	AC Amplitude(V)= 250.000E-3
AC Frequency(Hz) = 100.000E+3	Settling_time(s) = 0.5	
		
Voltage (V)	Capacitance (F)
0.000E+0	94.220E-12
-5.000E+0	21.620E-12
-10.000E+0	16.243E-12
-15.000E+0	14.006E-12
-20.000E+0	12.535E-12
-25.000E+0	11.500E-12
-30.000E+0	10.669E-12
-35.000E+0	10.049E-12
-40.000E+0	9.553E-12
-45.000E+0	9.068E-12
-50.000E+0	8.770E-12
-55.000E+0	8.320E-12
-60.000E+0	7.952E-12
-65.000E+0	7.565E-12
-70.000E+0	7.248E-12
-75.000E+0	6.907E-12
-80.000E+0	6.580E-12
-85.000E+0	6.317E-12
-90.000E+0	6.194E-12
-95.000E+0	6.232E-12
-100.000E+0	6.280E-12
-105.000E+0	6.146E-12
-110.000E+0	6.022E-12
-115.000E+0	5.915E-12
-120.000E+0	5.822E-12
-125.000E+0	5.735E-12
-130.000E+0	5.692E-12
-135.000E+0	5.603E-12
-140.000E+0	5.525E-12
-145.000E+0	5.406E-12
-150.000E+0	5.385E-12
-155.000E+0	5.301E-12
-160.000E+0	5.255E-12
-165.000E+0	5.225E-12
-170.000E+0	5.154E-12
-175.000E+0	5.143E-12
-180.000E+0	5.090E-12
-185.000E+0	5.111E-12
-190.000E+0	5.021E-12
-195.000E+0	4.997E-12
-200.000E+0	4.935E-12
-205.000E+0	4.905E-12
-210.000E+0	4.856E-12
-215.000E+0	4.884E-12
-220.000E+0	4.818E-12
-225.000E+0	4.774E-12
-230.000E+0	4.746E-12
-235.000E+0	4.731E-12
-240.000E+0	4.745E-12
-245.000E+0	4.777E-12
-250.000E+0	4.750E-12
-255.000E+0	4.735E-12
-260.000E+0	4.784E-12
-265.000E+0	4.726E-12
-270.000E+0	4.785E-12
-275.000E+0	4.792E-12
-280.000E+0	4.806E-12
-285.000E+0	4.763E-12
-290.000E+0	4.781E-12
-295.000E+0	4.779E-12
-300.000E+0	4.791E-12
-305.000E+0	4.794E-12
-310.000E+0	4.771E-12
-315.000E+0	4.787E-12
-320.000E+0	4.757E-12
-325.000E+0	4.771E-12
-330.000E+0	4.728E-12
-335.000E+0	4.779E-12
-340.000E+0	4.734E-12
-345.000E+0	4.776E-12
-350.000E+0	4.764E-12
-355.000E+0	4.794E-12
-360.000E+0	4.793E-12
-365.000E+0	4.786E-12
-370.000E+0	4.795E-12
-375.000E+0	4.782E-12
-380.000E+0	4.767E-12
-385.000E+0	4.781E-12
-390.000E+0	4.784E-12
-395.000E+0	4.764E-12
-400.000E+0	4.779E-12
-405.000E+0	4.769E-12
-410.000E+0	4.758E-12
-415.000E+0	4.773E-12
-420.000E+0	4.764E-12
-425.000E+0	4.804E-12
-430.000E+0	4.766E-12
-435.000E+0	4.748E-12
-440.000E+0	4.770E-12
-445.000E+0	4.763E-12
-450.000E+0	4.768E-12
-455.000E+0	4.781E-12
-460.000E+0	4.797E-12
-465.000E+0	4.769E-12
-470.000E+0	4.768E-12
-475.000E+0	4.784E-12
-480.000E+0	4.879E-12
-485.000E+0	4.769E-12
-490.000E+0	4.785E-12
-495.000E+0	4.743E-12
-500.000E+0	4.764E-12
