Extended_Flutes_12-Nov-20_2:41:23 PM	Right_PQC1_DiodeQuarter_CV	
Temperature(C)= 22.6	Humidity(%)= 6.5	AC Amplitude(V)= 250.000E-3
AC Frequency(Hz) = 100.000E+3	Settling_time(s) = 0.5	
		
Voltage (V)	Capacitance (F)
0.000E+0	44.490E-12
-5.000E+0	10.479E-12
-10.000E+0	8.398E-12
-15.000E+0	7.309E-12
-20.000E+0	6.673E-12
-25.000E+0	6.207E-12
-30.000E+0	5.937E-12
-35.000E+0	5.698E-12
-40.000E+0	5.525E-12
-45.000E+0	5.340E-12
-50.000E+0	5.184E-12
-55.000E+0	5.099E-12
-60.000E+0	4.986E-12
-65.000E+0	5.066E-12
-70.000E+0	5.362E-12
-75.000E+0	5.200E-12
-80.000E+0	4.674E-12
-85.000E+0	4.443E-12
-90.000E+0	4.193E-12
-95.000E+0	4.183E-12
-100.000E+0	4.153E-12
-105.000E+0	4.079E-12
-110.000E+0	4.084E-12
-115.000E+0	4.034E-12
-120.000E+0	4.031E-12
-125.000E+0	3.991E-12
-130.000E+0	4.016E-12
-135.000E+0	3.997E-12
-140.000E+0	3.984E-12
-145.000E+0	3.969E-12
-150.000E+0	3.972E-12
-155.000E+0	3.942E-12
-160.000E+0	3.961E-12
-165.000E+0	3.927E-12
-170.000E+0	3.925E-12
-175.000E+0	3.924E-12
-180.000E+0	3.882E-12
-185.000E+0	3.897E-12
-190.000E+0	3.862E-12
-195.000E+0	3.896E-12
-200.000E+0	3.843E-12
-205.000E+0	3.847E-12
-210.000E+0	3.852E-12
-215.000E+0	3.822E-12
-220.000E+0	3.786E-12
-225.000E+0	3.766E-12
-230.000E+0	3.771E-12
-235.000E+0	3.790E-12
-240.000E+0	3.780E-12
-245.000E+0	3.811E-12
-250.000E+0	3.776E-12
-255.000E+0	3.779E-12
-260.000E+0	3.758E-12
-265.000E+0	3.740E-12
-270.000E+0	3.743E-12
-275.000E+0	3.759E-12
-280.000E+0	3.736E-12
-285.000E+0	3.757E-12
-290.000E+0	3.795E-12
-295.000E+0	3.758E-12
-300.000E+0	3.746E-12
-305.000E+0	3.719E-12
-310.000E+0	3.737E-12
-315.000E+0	3.749E-12
-320.000E+0	3.715E-12
-325.000E+0	3.743E-12
-330.000E+0	3.719E-12
-335.000E+0	3.717E-12
-340.000E+0	3.691E-12
-345.000E+0	3.733E-12
-350.000E+0	3.711E-12
-355.000E+0	3.701E-12
-360.000E+0	3.727E-12
-365.000E+0	3.726E-12
-370.000E+0	3.705E-12
-375.000E+0	3.692E-12
-380.000E+0	3.719E-12
-385.000E+0	3.703E-12
-390.000E+0	3.728E-12
-395.000E+0	3.686E-12
-400.000E+0	3.709E-12
-405.000E+0	3.732E-12
-410.000E+0	3.717E-12
-415.000E+0	3.719E-12
-420.000E+0	3.711E-12
-425.000E+0	3.702E-12
-430.000E+0	3.732E-12
-435.000E+0	3.682E-12
-440.000E+0	3.695E-12
-445.000E+0	3.686E-12
-450.000E+0	3.707E-12
-455.000E+0	3.686E-12
-460.000E+0	3.680E-12
-465.000E+0	3.738E-12
-470.000E+0	3.695E-12
-475.000E+0	3.715E-12
-480.000E+0	3.696E-12
-485.000E+0	3.696E-12
-490.000E+0	3.699E-12
-495.000E+0	3.715E-12
-500.000E+0	3.730E-12
