Extended_Flutes_23-Nov-20_10:44:49 AM	Right_PQC2_DielSW_IV	
Temperature(C)= 19.8	Humidity(%)= 12.7	Bias(V)= 0.000E+0
Current_Limit(A) = 10.000E-6	Settling_time(s) = 0.5	
		
Voltage (V)	Current (A)
0.000E+0	7.605E-12
10.000E+0	13.836E-12
20.000E+0	20.938E-12
30.000E+0	22.716E-12
40.000E+0	23.466E-12
50.000E+0	23.473E-12
60.000E+0	24.636E-12
70.000E+0	25.472E-12
80.000E+0	24.299E-12
90.000E+0	24.021E-12
100.000E+0	24.860E-12
110.000E+0	26.709E-12
120.000E+0	29.111E-12
130.000E+0	32.603E-12
140.000E+0	40.019E-12
150.000E+0	54.925E-12
160.000E+0	85.037E-12
170.000E+0	136.492E-12
180.000E+0	19.461E-12
190.000E+0	810.350E-12
200.000E+0	620.111E-12
