Extended_Flutes_17-Nov-20_5:48:21 PM	Right_PQC2_DielNE_IV	
Temperature(C)= 22.9	Humidity(%)= 6.2	Bias(V)= 0.000E+0
Current_Limit(A) = 10.000E-6	Settling_time(s) = 0.5	
		
Voltage (V)	Current (A)
0.000E+0	11.678E-12
10.000E+0	50.115E-12
20.000E+0	94.284E-12
30.000E+0	112.297E-12
40.000E+0	117.600E-12
50.000E+0	119.729E-12
60.000E+0	120.647E-12
70.000E+0	121.332E-12
80.000E+0	122.182E-12
90.000E+0	122.443E-12
100.000E+0	122.807E-12
110.000E+0	123.222E-12
120.000E+0	123.591E-12
130.000E+0	123.655E-12
140.000E+0	124.406E-12
150.000E+0	125.135E-12
160.000E+0	126.454E-12
170.000E+0	132.515E-12
180.000E+0	171.584E-12
190.000E+0	286.080E-12
200.000E+0	770.068E-12
