Extended_Flutes_17-Nov-20_2:35:19 PM	Left_PQC2_DielSW_IV	
Temperature(C)= 21.1	Humidity(%)= 9.3	Bias(V)= 0.000E+0
Current_Limit(A) = 10.000E-6	Settling_time(s) = 0.5	
		
Voltage (V)	Current (A)
0.000E+0	297.970E-15
10.000E+0	11.530E-12
20.000E+0	14.050E-12
30.000E+0	20.895E-12
40.000E+0	22.916E-12
50.000E+0	23.895E-12
60.000E+0	24.522E-12
70.000E+0	25.276E-12
80.000E+0	24.481E-12
90.000E+0	23.600E-12
100.000E+0	24.168E-12
110.000E+0	25.591E-12
120.000E+0	27.878E-12
130.000E+0	31.436E-12
140.000E+0	38.957E-12
150.000E+0	55.524E-12
160.000E+0	87.458E-12
170.000E+0	141.302E-12
180.000E+0	56.122E-12
190.000E+0	285.298E-12
200.000E+0	862.998E-12
