Extended_Flutes_23-Nov-20_9:48:46 AM	Left_PQC2_DielSW_IV	
Temperature(C)= 18.9	Humidity(%)= 9.7	Bias(V)= 0.000E+0
Current_Limit(A) = 10.000E-6	Settling_time(s) = 0.5	
		
Voltage (V)	Current (A)
0.000E+0	5.476E-12
10.000E+0	13.728E-12
20.000E+0	21.073E-12
30.000E+0	23.047E-12
40.000E+0	23.750E-12
50.000E+0	24.305E-12
60.000E+0	24.866E-12
70.000E+0	25.489E-12
80.000E+0	23.718E-12
90.000E+0	23.631E-12
100.000E+0	24.491E-12
110.000E+0	26.150E-12
120.000E+0	28.692E-12
130.000E+0	32.349E-12
140.000E+0	39.685E-12
150.000E+0	54.729E-12
160.000E+0	84.380E-12
170.000E+0	133.206E-12
180.000E+0	52.851E-12
190.000E+0	235.599E-12
200.000E+0	736.342E-12
